V1,V2,V3
*_SCFLD9858_1278292,<hkxhk>,--,hk,kk,--,hh,--,hh,--,--,hk,hh,hk,--,--,--,hh,hh,kk,--,--,--,--,hh,--,--,--,hk,hk,hk,--,hk,--,hh,--,kk,--,kk,hk,--,--,hh,--,--,--,hh,hk,hk,--,hk,hh,--,hk,--,--,hh,--,--,hk,--,--,--,--,--,--,kk,--,--,hk,--,kk,hk,hk,hk,--,--,kk,kk,--,--,--,kk,--,hk,hk,hk,--,--,--,kk,--
*_SCFLD9858_1529942,<nnxnp>,--,nn,--,nn,--,np,--,nn,--,--,nn,nn,nn,nn,np,--,nn,--,np,np,np,nn,nn,--,--,nn,np,np,np,--,--,--,nn,--,np,nn,np,np,--,--,nn,--,nn,--,--,np,np,nn,--,nn,nn,--,nn,nn,nn,--,nn,--,np,nn,--,nn,--,--,--,--,--,nn,--,--,nn,np,--,--,--,np,--,np,nn,--,--,nn,np,np,--,nn,nn,np,np,--
*_SCFLD9858_1566904,<lmxll>,--,ll,ll,--,--,--,lm,ll,--,lm,--,--,ll,ll,ll,lm,--,--,lm,lm,ll,ll,lm,--,lm,lm,lm,lm,lm,--,ll,--,--,lm,ll,--,ll,lm,--,--,lm,--,--,--,lm,lm,--,--,ll,--,ll,lm,--,--,lm,--,--,--,lm,ll,lm,lm,ll,--,ll,lm,--,--,lm,ll,--,lm,--,--,--,ll,ll,--,--,--,ll,--,lm,lm,--,--,ll,--,ll,--
*_SCFLD9858_1636826,<nnxnp>,--,--,np,--,nn,--,--,--,--,np,--,nn,--,nn,--,--,nn,np,--,--,np,--,nn,--,--,nn,--,np,np,--,nn,--,nn,nn,np,nn,np,np,nn,--,nn,nn,nn,--,nn,np,np,nn,nn,nn,nn,--,nn,--,nn,--,--,--,np,--,nn,nn,--,nn,np,--,--,nn,np,np,nn,np,nn,np,--,--,--,--,nn,--,np,--,--,np,--,--,nn,np,np,--
*_SCFLD9858_1711720,<nnxnp>,--,--,np,--,nn,np,nn,nn,--,np,--,nn,--,--,np,nn,nn,np,np,np,--,nn,nn,--,nn,nn,--,np,np,np,nn,--,nn,nn,np,nn,np,np,--,np,nn,nn,nn,--,nn,np,np,nn,nn,--,nn,np,--,nn,nn,np,nn,--,np,nn,nn,nn,nn,nn,np,np,np,--,--,np,nn,np,nn,--,--,np,np,--,nn,--,np,--,np,--,np,--,nn,np,np,nn
*_SCFLD9858_1892868,<lmxll>,lm,--,ll,--,lm,--,lm,--,ll,lm,--,ll,--,ll,ll,lm,--,ll,lm,--,ll,--,--,--,ll,--,--,lm,lm,lm,--,--,lm,--,ll,--,ll,--,--,--,lm,--,lm,lm,lm,lm,--,--,ll,lm,--,--,--,--,--,ll,--,--,lm,--,lm,lm,ll,ll,ll,lm,--,ll,--,ll,ll,--,--,--,--,ll,ll,--,ll,--,--,--,--,--,lm,--,ll,--,ll,lm
*_SCFLD9858_2128555,<nnxnp>,--,np,--,--,np,--,np,--,np,nn,--,np,--,np,--,--,np,nn,nn,nn,np,np,--,--,np,np,--,nn,nn,nn,np,--,--,np,nn,np,nn,--,--,--,np,--,np,nn,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,--,np,np,np,np,--,np,nn,nn,nn,np,nn,--,np,nn,--,--,np,nn,nn,nn,np,nn,nn,--,nn,nn,--,--,np,--,nn,np
*_SCFLD9858_2518438,<lmxll>,ll,lm,lm,--,--,--,ll,--,--,ll,--,--,--,lm,--,ll,ll,lm,ll,--,--,ll,--,--,lm,--,--,ll,--,--,lm,lm,ll,ll,--,lm,lm,--,--,--,ll,ll,--,--,--,ll,ll,--,lm,--,lm,--,lm,lm,--,lm,--,--,ll,--,--,ll,--,lm,lm,--,--,--,ll,--,--,ll,--,--,--,lm,lm,ll,--,--,--,--,ll,ll,--,--,lm,lm,--,--
*_SCFLD9858_2569197,<nnxnp>,--,nn,nn,--,nn,--,nn,nn,--,np,--,--,--,nn,--,--,nn,np,--,np,nn,nn,--,--,nn,--,--,np,np,np,--,--,--,--,--,nn,np,np,--,--,nn,--,--,--,nn,--,--,--,np,nn,nn,--,--,--,--,--,--,--,nn,nn,nn,nn,nn,nn,--,np,--,--,--,--,nn,np,nn,--,--,--,np,--,nn,--,np,--,np,np,np,nn,nn,np,nn,nn
*_SCFLD9858_3151867,<nnxnp>,--,--,np,--,nn,--,nn,--,--,np,--,nn,--,nn,--,nn,--,np,--,--,--,--,nn,--,np,nn,np,np,np,np,--,--,--,nn,np,nn,--,np,--,np,nn,nn,--,np,--,np,np,--,--,nn,nn,np,--,np,nn,--,--,--,--,--,nn,nn,--,nn,np,np,--,nn,np,np,nn,np,nn,--,--,--,--,--,nn,--,--,--,np,--,--,--,--,np,nn,nn
*_SCFLD9858_3311470,<lmxll>,--,--,ll,--,lm,--,lm,ll,--,--,lm,--,--,ll,--,--,lm,ll,lm,ll,ll,lm,lm,--,--,--,--,--,--,lm,ll,--,lm,--,--,--,ll,lm,--,lm,ll,lm,lm,--,--,--,lm,--,--,lm,ll,lm,--,--,lm,ll,lm,--,--,ll,ll,ll,ll,--,ll,--,--,ll,--,--,ll,lm,--,ll,--,ll,ll,lm,--,ll,--,--,lm,--,--,--,--,lm,ll,--
*_SCFLD9859b_34668,<hkxhk>,--,--,hh,--,kk,--,--,--,kk,--,--,hk,--,kk,--,hk,--,--,--,--,hk,--,hk,--,--,hk,hh,--,hh,--,kk,--,--,hk,--,kk,hk,--,--,--,--,--,hk,hh,hk,--,hk,--,--,hk,--,hh,--,kk,--,hk,--,kk,hh,hk,--,--,hk,kk,hk,hh,hh,--,--,--,kk,hh,--,--,--,--,hk,--,hk,--,--,--,hh,--,--,--,kk,hk,hk,hk
*_SCFLD9859_409540,<lmxll>,--,--,--,--,ll,--,--,--,ll,ll,lm,lm,--,lm,--,--,--,--,--,--,lm,--,--,--,--,lm,--,ll,lm,--,--,--,lm,ll,--,ll,lm,--,--,--,ll,--,ll,--,lm,lm,--,ll,lm,ll,ll,--,lm,--,--,--,--,ll,ll,lm,ll,lm,--,--,--,--,--,--,ll,--,--,ll,--,ll,--,--,--,--,--,ll,lm,lm,lm,--,ll,--,ll,lm,ll,lm
*_SCFLD9859c_862773,<nnxnp>,--,np,--,--,np,np,nn,np,np,--,--,--,--,nn,np,nn,--,np,np,nn,np,nn,np,--,nn,np,np,--,nn,nn,nn,--,np,--,--,np,nn,np,--,--,np,nn,nn,nn,np,nn,nn,np,np,--,--,np,np,np,nn,np,np,--,--,--,--,--,np,np,--,np,--,nn,nn,--,np,nn,--,--,nn,--,nn,--,nn,--,np,--,np,--,--,--,nn,np,nn,--
*_SCFLD9859_997137,<hkxhk>,--,--,--,--,hk,--,hh,hk,--,kk,--,hh,--,hh,hh,hh,--,hh,--,--,hh,hh,kk,--,--,hk,--,kk,hk,--,hk,hh,--,--,--,hk,--,--,--,hk,kk,kk,hk,hk,--,hk,kk,--,hk,kk,hk,--,hh,--,hk,hk,hk,hk,kk,hh,--,hh,hk,--,kk,--,--,hh,hk,hk,hh,kk,kk,--,hk,hk,hk,--,--,--,hk,--,--,hh,hk,hk,kk,--,kk,--
*_SCFLD9859_997280,<nnxnp>,--,nn,nn,--,--,--,nn,--,--,np,np,nn,np,nn,--,nn,np,nn,np,nn,nn,nn,np,--,np,--,nn,--,np,--,np,--,nn,--,nn,nn,nn,--,--,--,np,--,--,--,nn,np,--,np,--,np,--,--,nn,--,--,np,nn,--,np,nn,--,nn,nn,nn,np,nn,--,--,--,np,nn,np,--,np,nn,nn,nn,np,np,np,nn,--,np,nn,nn,--,np,nn,np,nn
*_SCFLD9859_1054688,<nnxnp>,--,--,--,--,nn,--,nn,--,--,np,np,--,--,--,nn,--,np,nn,np,--,--,nn,np,--,np,--,--,--,np,np,np,--,nn,np,--,--,--,--,np,--,np,--,nn,--,--,--,np,np,np,np,nn,nn,nn,nn,--,--,--,--,np,nn,--,nn,--,nn,--,nn,--,nn,nn,nn,nn,np,--,--,--,--,--,--,--,np,--,--,--,nn,--,--,np,--,np,nn
*_SCFLD9859_1054690,<lmxll>,--,--,--,--,lm,--,ll,--,--,lm,ll,--,ll,--,ll,--,ll,ll,ll,--,--,ll,lm,--,lm,--,--,--,ll,lm,ll,--,ll,lm,--,--,--,--,lm,--,lm,--,--,--,--,ll,lm,lm,ll,lm,lm,lm,ll,ll,--,--,--,--,lm,ll,--,ll,--,ll,--,ll,--,ll,lm,lm,ll,lm,--,--,--,--,--,--,--,lm,--,--,--,ll,--,--,lm,--,lm,ll
*_SCFLD9859_1123286,<nnxnp>,--,--,--,--,nn,--,--,np,--,np,--,nn,--,nn,--,--,np,nn,np,nn,nn,nn,np,--,np,np,nn,np,np,--,--,--,--,np,nn,--,nn,--,--,--,np,np,--,--,nn,--,np,np,np,np,nn,nn,--,nn,nn,--,--,nn,np,--,np,nn,--,--,--,--,nn,--,--,--,nn,np,np,--,--,nn,--,--,np,--,nn,--,--,nn,--,--,np,--,np,nn
*_SCFLD9859_1271502,<nnxnp>,nn,--,np,--,np,--,--,nn,np,nn,nn,--,--,np,np,np,nn,np,nn,--,np,np,nn,--,nn,nn,--,--,nn,nn,nn,np,--,--,np,np,np,--,--,--,--,nn,--,np,np,nn,nn,nn,nn,nn,np,np,np,np,np,--,--,--,nn,np,nn,np,np,np,--,np,np,np,np,--,--,nn,nn,nn,--,--,np,nn,nn,nn,np,--,nn,--,np,--,nn,np,nn,np
*_SCFLD9859_1707823,<lmxll>,--,--,--,--,lm,--,ll,--,--,lm,--,--,--,ll,--,--,ll,ll,ll,ll,--,--,--,--,--,ll,lm,--,ll,--,--,--,ll,--,--,lm,ll,--,--,--,lm,lm,lm,--,--,ll,lm,--,ll,lm,lm,--,--,ll,lm,--,--,--,--,--,--,--,--,ll,lm,ll,--,ll,lm,--,ll,lm,--,lm,--,lm,lm,lm,ll,--,--,--,ll,--,--,--,lm,ll,lm,ll
*_SCFLD9859_1891043,<hkxhk>,--,--,hk,--,--,hk,--,kk,--,--,--,hk,--,hk,--,--,--,--,kk,hk,hk,--,hk,--,hk,kk,hh,hk,kk,hk,--,--,--,hk,hk,--,hk,--,--,--,hk,--,hh,--,hk,kk,--,--,--,hk,hh,hh,hk,--,hh,--,--,hh,hk,--,--,hk,hh,--,hk,hk,--,hk,hh,--,hk,hk,--,--,--,hh,--,--,kk,--,hk,--,--,--,hh,kk,hk,--,hk,--
