V1,V2,V3
*_SCFLD101_217183,<lmxll>,--,ll,ll,--,lm,--,--,ll,--,lm,--,--,--,lm,--,ll,ll,--,lm,ll,ll,lm,--,--,--,ll,lm,--,lm,--,lm,--,--,--,ll,lm,lm,ll,--,--,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,--,--,--,ll,--,--,ll,lm,ll,lm,ll,ll,ll,ll,--,ll,ll,--,--,--,--,ll,--,lm,lm,ll,lm,ll,lm,ll,ll,--,lm,ll,ll,ll,lm,--,--,ll
*_SCFLD101_285649,<lmxll>,--,--,lm,--,ll,--,ll,lm,--,ll,ll,--,--,ll,ll,lm,lm,--,ll,lm,lm,ll,--,lm,ll,lm,ll,lm,ll,ll,--,--,lm,--,lm,ll,ll,ll,--,ll,ll,lm,ll,--,lm,lm,ll,ll,lm,lm,lm,lm,lm,--,lm,ll,--,ll,lm,ll,lm,lm,lm,lm,--,lm,lm,lm,lm,--,lm,lm,ll,ll,--,lm,ll,lm,ll,lm,lm,lm,--,lm,--,--,ll,--,--,lm
*_SCFLD101_413232,<nnxnp>,--,--,nn,--,--,--,nn,--,--,nn,--,--,--,np,--,nn,--,--,--,nn,np,nn,np,--,--,np,nn,nn,np,--,np,--,np,np,--,nn,--,--,--,nn,nn,np,np,np,--,--,np,--,np,nn,nn,--,np,nn,nn,nn,--,--,np,np,np,--,nn,nn,np,np,--,nn,--,--,np,np,nn,--,--,nn,--,--,--,--,nn,--,--,np,--,--,--,--,np,np
*_SCFLD101_435081,<nnxnp>,--,--,nn,--,np,--,--,np,--,nn,nn,nn,--,--,--,nn,nn,nn,np,--,--,nn,np,--,--,--,np,nn,np,--,--,np,np,--,--,nn,np,nn,--,--,--,np,np,--,nn,nn,np,--,np,nn,nn,np,np,--,--,nn,np,--,np,np,np,np,nn,nn,np,np,--,nn,--,nn,np,np,nn,--,--,--,np,--,nn,--,--,--,nn,np,nn,np,np,np,--,nn
*_SCFLD101_79556,<hkxhk>,--,--,hh,--,kk,--,--,--,--,--,hk,hk,--,kk,--,--,hh,--,--,--,hk,--,kk,--,hh,--,hk,hh,--,--,--,hk,--,--,hk,--,kk,--,--,--,hk,--,--,hk,--,hh,kk,--,hk,hh,hh,hk,hk,--,--,hk,--,--,hk,kk,hk,hk,hh,hh,hk,--,hh,hh,hk,--,hh,hk,hk,kk,--,hh,kk,--,hk,hk,hh,--,--,hk,hh,--,--,--,hk,--
*_SCFLD104_43599,<nnxnp>,--,--,nn,--,nn,--,--,--,--,nn,nn,np,--,np,nn,nn,np,nn,--,nn,--,np,np,--,nn,np,np,nn,--,nn,np,--,--,nn,--,--,np,--,--,--,np,np,np,--,--,--,nn,nn,np,nn,nn,--,--,--,--,nn,--,--,nn,np,np,--,--,nn,nn,--,np,np,--,--,nn,nn,--,--,--,np,--,--,--,nn,nn,--,--,np,nn,--,nn,np,nn,nn
*_SCFLD1057_4890,<hkxhk>,--,--,hh,--,--,--,kk,--,--,hk,--,hk,--,kk,--,hh,--,hh,hk,--,--,kk,hh,--,--,--,kk,--,hh,--,--,--,--,--,--,kk,hk,kk,--,--,hk,hh,hh,hk,--,kk,hh,--,--,kk,hk,--,--,hk,--,hk,--,--,hh,hk,hk,kk,kk,hk,hk,hk,kk,hk,hk,--,--,hh,hk,--,--,--,hk,--,hk,--,hk,--,hk,--,--,--,hh,--,--,--
*_SCFLD143_165491,<nnxnp>,--,--,nn,--,--,np,nn,np,np,nn,nn,--,--,np,np,--,nn,--,np,nn,np,nn,np,--,nn,np,nn,nn,np,nn,np,--,np,np,np,nn,np,--,--,--,nn,--,np,np,nn,nn,--,nn,--,nn,nn,np,np,nn,--,--,np,--,np,--,np,np,nn,nn,np,--,--,nn,np,--,--,np,--,--,np,nn,np,np,nn,--,--,--,--,--,--,--,--,np,np,--
*_SCFLD143_173137,<nnxnp>,nn,--,--,--,np,--,nn,--,--,nn,--,nn,--,np,np,nn,nn,nn,np,nn,np,nn,np,--,nn,np,nn,nn,np,--,np,--,--,np,np,nn,np,nn,--,--,nn,np,--,np,nn,nn,np,nn,np,nn,nn,np,np,--,--,nn,--,--,np,--,np,np,nn,nn,np,--,np,--,np,nn,np,np,nn,np,--,nn,np,--,nn,np,nn,--,nn,np,nn,--,np,--,np,nn
*_SCFLD143_26123,<lmxll>,--,lm,lm,--,--,--,--,lm,--,ll,ll,--,--,ll,--,lm,lm,lm,--,--,lm,ll,ll,--,--,lm,ll,lm,ll,ll,--,ll,--,--,--,ll,ll,--,--,--,ll,lm,ll,lm,lm,--,ll,ll,lm,lm,lm,lm,lm,lm,lm,--,--,--,--,ll,lm,lm,lm,--,lm,--,lm,lm,lm,lm,lm,lm,ll,--,--,lm,ll,--,ll,--,lm,--,--,--,--,--,ll,--,lm,--
*_SCFLD143_261848,<nnxnp>,nn,--,--,--,np,--,nn,np,--,--,nn,nn,--,np,--,nn,nn,nn,np,--,np,nn,--,--,nn,np,--,--,np,--,np,--,np,np,np,nn,np,--,nn,nn,--,np,np,np,--,nn,--,nn,np,nn,--,--,--,nn,nn,nn,--,--,np,np,np,--,--,nn,--,--,--,nn,--,nn,--,np,nn,np,--,nn,np,--,nn,np,nn,--,nn,np,--,np,np,--,np,nn
*_SCFLD143_436211,<lmxll>,--,ll,ll,--,lm,--,lm,ll,--,lm,lm,ll,--,lm,--,ll,ll,ll,lm,ll,ll,lm,lm,--,--,ll,--,ll,lm,lm,lm,lm,ll,--,lm,--,lm,lm,--,--,ll,ll,lm,ll,ll,ll,lm,lm,--,ll,ll,ll,ll,--,ll,lm,--,--,--,lm,ll,ll,ll,ll,--,ll,ll,ll,ll,--,ll,ll,--,--,--,ll,lm,--,--,ll,ll,--,lm,--,--,--,lm,ll,ll,--
