V1,V2,V3
*_SCFLD9900_2264512,<nnxnp>,nn,nn,--,--,nn,--,--,--,--,--,--,np,--,np,nn,--,np,nn,np,nn,np,np,np,--,--,np,nn,--,nn,np,np,--,--,--,nn,nn,--,--,--,--,np,--,np,--,np,nn,--,np,nn,np,np,np,nn,nn,np,np,np,nn,np,np,--,nn,nn,np,--,nn,np,--,nn,--,np,np,nn,--,np,np,np,nn,np,--,nn,--,--,nn,--,--,nn,--,nn,--
*_SCFLD9900_2273193,<lmxll>,--,ll,--,--,lm,--,lm,lm,--,lm,lm,ll,--,ll,--,--,ll,lm,lm,--,lm,ll,lm,--,ll,--,lm,--,ll,lm,lm,--,ll,--,ll,ll,--,lm,ll,--,ll,ll,--,--,--,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,--,--,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,--,ll,lm,--,--,ll,ll,lm,ll,--,lm,ll,--,--,--,ll,--,--,--,lm,--
*_SCFLD9900_2273231,<nnxnp>,--,np,--,--,np,--,nn,np,nn,nn,nn,nn,--,nn,--,--,nn,np,nn,--,nn,nn,nn,--,--,--,np,--,np,nn,nn,--,nn,nn,np,np,--,nn,nn,--,nn,np,nn,--,--,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,--,--,nn,nn,np,np,np,nn,np,np,nn,nn,np,--,nn,nn,--,--,nn,nn,nn,np,nn,np,np,--,np,np,nn,--,np,--,np,--
*_SCFLD9901_35083,<lmxll>,--,--,ll,--,ll,--,--,--,ll,--,--,--,--,lm,ll,lm,lm,ll,--,--,--,--,ll,--,lm,lm,lm,--,ll,--,--,--,--,--,ll,--,lm,lm,--,lm,lm,ll,--,ll,lm,ll,ll,ll,--,--,--,--,--,--,lm,ll,ll,--,--,lm,--,--,lm,--,ll,ll,ll,lm,ll,ll,--,lm,--,lm,--,--,--,--,lm,--,--,--,lm,--,--,--,--,lm,ll,--
*_SCFLD9901_41497,<nnxnp>,--,--,nn,--,--,--,np,--,--,np,np,np,--,nn,--,np,--,--,np,--,np,--,nn,--,--,--,nn,nn,nn,np,nn,np,np,nn,nn,--,nn,np,--,--,--,--,--,np,--,np,np,np,np,np,nn,--,--,np,--,--,--,--,np,--,np,nn,--,nn,np,nn,nn,np,--,--,nn,np,nn,nn,--,nn,np,nn,np,np,nn,--,--,np,nn,--,np,nn,np,np
*_SCFLD9901_41499,<lmxll>,--,--,ll,--,--,--,ll,--,--,lm,ll,ll,--,lm,--,lm,--,--,ll,--,ll,--,ll,--,--,--,lm,ll,ll,lm,ll,lm,ll,ll,ll,--,--,lm,--,--,--,--,--,ll,--,ll,ll,ll,lm,lm,lm,--,--,ll,--,--,--,--,lm,--,ll,lm,--,lm,ll,ll,ll,lm,--,--,ll,lm,ll,lm,--,ll,lm,ll,lm,ll,lm,--,--,lm,lm,--,lm,lm,ll,lm
*_SCFLD9901_60345,<lmxll>,lm,--,--,--,ll,--,ll,--,--,--,ll,ll,--,--,ll,--,--,ll,ll,ll,ll,--,--,--,lm,--,lm,ll,--,lm,ll,lm,--,ll,ll,--,--,--,--,--,lm,ll,lm,--,--,ll,ll,--,lm,lm,--,ll,--,--,lm,--,--,lm,lm,lm,--,--,lm,--,--,--,ll,--,ll,--,ll,lm,--,--,--,ll,--,ll,lm,ll,lm,--,--,--,lm,ll,lm,lm,ll,lm
*_SCFLD9901_73142,<lmxll>,--,lm,--,--,ll,--,ll,ll,--,lm,--,ll,--,lm,--,--,lm,--,ll,ll,ll,--,ll,--,lm,--,--,ll,--,--,ll,--,--,--,--,ll,lm,--,--,--,lm,ll,--,ll,--,ll,ll,--,--,lm,lm,ll,ll,ll,lm,ll,--,--,--,lm,ll,lm,lm,--,ll,--,--,lm,ll,--,ll,lm,--,--,--,ll,lm,--,--,--,--,--,lm,--,--,ll,lm,--,ll,--
*_SCFLD9901_81684,<lmxll>,--,--,ll,--,--,--,--,--,--,lm,ll,--,--,lm,--,--,lm,--,ll,--,ll,ll,--,--,--,lm,--,ll,--,--,ll,--,--,ll,--,--,lm,lm,--,--,lm,--,--,--,--,ll,--,ll,--,--,lm,--,ll,ll,--,ll,--,--,--,--,ll,lm,lm,lm,ll,ll,ll,lm,--,ll,ll,lm,ll,--,--,ll,lm,ll,lm,ll,--,--,lm,--,--,--,lm,--,--,lm
*_SCFLD9901_248345,<lmxll>,--,--,lm,--,--,--,lm,lm,--,ll,--,lm,--,--,--,ll,ll,lm,--,lm,--,lm,lm,--,ll,--,--,--,lm,ll,--,--,--,--,--,ll,--,--,--,--,--,--,--,--,--,--,lm,--,ll,ll,--,--,--,lm,ll,--,--,--,ll,ll,lm,ll,ll,--,--,lm,lm,ll,lm,--,lm,ll,lm,--,--,lm,ll,--,ll,--,ll,--,ll,--,--,lm,ll,--,--,ll
*_SCFLD9901_278692,<nnxnp>,--,--,nn,--,--,--,np,np,--,--,--,np,--,nn,--,--,np,--,--,--,np,np,--,--,--,nn,nn,nn,--,--,nn,--,np,--,nn,nn,--,np,--,nn,nn,nn,--,np,nn,np,np,np,np,np,nn,np,nn,np,np,np,--,--,np,np,--,nn,--,nn,np,nn,nn,np,nn,--,--,np,nn,--,--,nn,--,--,np,np,--,nn,np,--,nn,--,np,--,np,--
*_SCFLD9901_669712,<lmxll>,--,--,--,--,lm,--,lm,--,lm,ll,lm,lm,--,lm,--,ll,ll,lm,--,lm,lm,--,lm,--,--,ll,ll,--,lm,ll,lm,--,lm,--,lm,ll,ll,--,--,--,ll,lm,--,lm,ll,lm,lm,lm,ll,ll,ll,lm,--,lm,ll,lm,lm,ll,--,--,lm,ll,--,--,lm,lm,lm,ll,lm,--,lm,ll,lm,--,--,--,ll,--,--,--,ll,--,--,--,ll,--,ll,ll,--,--
*_SCFLD9901_712418,<lmxll>,lm,--,ll,--,--,ll,ll,ll,--,lm,--,ll,--,--,ll,lm,--,ll,ll,--,--,ll,ll,--,lm,lm,--,ll,ll,--,--,--,--,--,--,lm,lm,--,--,--,lm,ll,--,ll,lm,ll,ll,--,lm,lm,lm,ll,ll,--,lm,ll,--,lm,lm,lm,--,lm,--,lm,ll,ll,ll,--,ll,ll,ll,lm,ll,--,lm,ll,lm,--,--,--,lm,--,lm,lm,--,ll,--,ll,ll,lm
*_SCFLD9901_764499,<nnxnp>,--,--,nn,--,np,--,np,np,--,np,--,--,--,--,np,--,np,--,--,--,np,np,--,--,nn,--,--,nn,nn,--,nn,--,--,--,--,nn,--,np,--,--,nn,--,--,--,--,np,np,--,np,np,nn,--,nn,--,np,--,nn,nn,np,np,np,nn,np,nn,--,nn,--,nn,nn,--,nn,np,nn,--,--,nn,np,--,np,--,--,--,np,np,nn,--,--,nn,np,--
*_SCFLD9901_902240,<lmxll>,--,--,lm,--,lm,--,--,--,--,--,--,lm,lm,lm,lm,ll,ll,--,lm,--,lm,lm,lm,--,ll,ll,--,lm,--,--,--,--,lm,--,lm,ll,--,ll,--,--,--,lm,ll,lm,--,lm,lm,lm,ll,--,ll,lm,--,lm,--,lm,--,ll,ll,--,lm,--,ll,--,lm,--,--,ll,lm,--,lm,ll,lm,--,--,lm,--,lm,ll,--,--,ll,ll,--,ll,--,ll,ll,lm,ll
*_SCFLD9901_1212227,<hkxhk>,hk,hh,--,--,kk,--,kk,kk,--,hk,kk,kk,--,hk,--,hk,hk,hk,kk,kk,kk,kk,hk,--,hh,hh,hh,hk,hk,--,hk,hk,--,--,hk,hh,hh,hk,--,--,hh,--,hk,kk,hh,kk,kk,--,hk,hk,hh,--,--,--,hh,kk,--,--,hk,hk,--,hh,hk,hh,kk,hk,hk,hh,--,--,hk,hk,hk,--,hh,hk,hk,hk,hk,--,hh,--,hk,hk,hh,--,hk,hh,kk,hk
