V1,V2,V3
*_SCFLD3_17189,<lmxll>,lm,ll,--,--,--,lm,lm,ll,--,ll,lm,lm,ll,ll,--,lm,lm,--,lm,--,ll,ll,--,--,lm,lm,lm,lm,lm,lm,--,--,--,--,ll,ll,ll,lm,--,--,lm,--,--,lm,--,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,--,--,lm,ll,--,lm,lm,ll,ll,--,lm,lm,lm,--,ll,lm,ll,--,lm,ll,ll,lm,--,ll,ll,--,lm,lm,lm,--,ll,--,ll,lm
*_SCFLD3_17199,<lmxll>,lm,ll,--,--,--,lm,lm,ll,--,ll,lm,lm,ll,ll,--,lm,lm,--,lm,--,ll,ll,lm,--,lm,lm,lm,lm,lm,lm,--,--,lm,lm,ll,ll,ll,lm,--,--,lm,--,--,lm,--,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,--,--,lm,ll,--,lm,lm,ll,ll,--,lm,lm,lm,--,ll,lm,ll,--,lm,ll,ll,lm,--,ll,ll,--,lm,lm,lm,--,ll,--,ll,lm
*_SCFLD3_17205,<lmxll>,lm,ll,--,--,--,lm,lm,ll,--,ll,lm,lm,ll,ll,--,lm,lm,--,lm,--,ll,ll,lm,--,lm,lm,lm,lm,lm,lm,--,--,lm,lm,ll,ll,ll,lm,--,--,lm,--,--,lm,--,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,--,--,lm,ll,--,lm,lm,ll,ll,--,lm,lm,lm,--,ll,lm,ll,--,lm,ll,ll,lm,--,ll,ll,--,lm,lm,lm,--,ll,--,ll,lm
*_SCFLD3_73230,<nnxnp>,--,np,nn,--,np,--,--,np,np,nn,np,--,--,np,--,--,--,nn,nn,nn,--,np,np,--,--,np,nn,nn,nn,nn,--,--,--,np,nn,np,nn,nn,--,--,np,np,np,--,np,nn,nn,np,np,np,np,nn,np,np,--,nn,--,np,nn,nn,--,np,np,np,nn,nn,nn,--,nn,--,np,nn,np,nn,--,nn,nn,nn,np,--,nn,--,--,nn,--,np,np,nn,--,--
*_SCFLD3_73252,<nnxnp>,--,--,nn,--,np,--,--,np,--,nn,np,--,--,np,--,--,--,nn,nn,nn,--,--,np,--,--,np,nn,--,nn,nn,--,--,--,--,nn,np,nn,nn,--,--,np,np,np,--,--,nn,nn,np,np,np,np,nn,--,np,--,nn,--,np,nn,nn,--,np,np,np,nn,nn,nn,--,nn,--,np,nn,np,nn,--,nn,nn,nn,np,--,nn,--,--,--,--,np,--,nn,--,--
*_SCFLD3_186545,<nnxnp>,--,--,np,--,--,np,--,--,--,np,--,--,--,nn,--,--,--,np,np,--,np,nn,nn,--,nn,nn,--,--,np,--,nn,--,--,--,np,nn,np,--,--,--,nn,--,--,np,nn,np,np,--,nn,nn,--,np,--,nn,nn,--,--,nn,--,np,nn,nn,--,--,np,np,--,nn,np,--,nn,np,--,--,--,np,--,np,nn,--,np,--,np,np,--,--,--,--,np,--
*_SCFLD3_197729,<nnxnp>,nn,nn,--,--,--,--,nn,--,--,--,nn,--,--,nn,--,--,--,--,np,np,--,nn,--,--,--,nn,np,np,np,np,--,--,nn,--,np,--,--,np,--,--,nn,--,nn,np,nn,np,np,--,nn,nn,nn,np,--,--,--,np,--,--,np,np,--,--,nn,nn,np,--,--,nn,--,--,nn,np,nn,--,--,np,np,--,--,--,--,--,np,--,np,nn,nn,--,--,nn
*_SCFLD3_290702,<nnxnp>,nn,nn,np,--,nn,--,nn,nn,--,np,nn,nn,--,--,np,nn,nn,--,np,np,np,nn,--,--,--,nn,np,--,nn,np,nn,--,nn,--,--,nn,np,--,--,np,--,nn,nn,np,--,np,np,--,nn,nn,nn,--,nn,nn,nn,np,--,--,--,np,nn,nn,nn,nn,--,--,np,nn,np,--,--,np,nn,--,nn,np,--,np,--,--,--,--,--,np,--,--,nn,np,np,nn
*_SCFLD3_290750,<nnxnp>,--,--,np,--,nn,--,nn,nn,--,np,nn,nn,--,--,np,nn,nn,--,np,np,np,nn,--,--,--,nn,np,np,--,np,nn,--,--,--,--,nn,np,--,--,np,--,nn,nn,np,--,np,np,--,nn,nn,nn,--,nn,nn,nn,np,--,--,--,np,nn,nn,nn,nn,--,--,np,--,--,--,--,np,--,--,nn,np,--,np,--,--,--,--,--,np,--,--,nn,np,np,--
*_SCFLD3_290847,<nnxnp>,--,nn,--,--,nn,--,nn,--,--,np,--,nn,nn,nn,np,nn,nn,np,np,--,--,nn,--,--,nn,nn,np,np,--,np,--,--,--,--,np,nn,np,np,--,--,--,nn,nn,--,--,np,np,--,--,nn,nn,--,nn,nn,nn,--,nn,--,np,--,nn,nn,nn,nn,--,np,np,nn,np,--,nn,np,--,np,--,np,--,--,nn,--,--,--,--,--,np,--,nn,--,np,nn
