V1,V2,V3
*_SCFLD10008_173719,<lmxll>,--,--,lm,--,--,--,ll,ll,--,lm,lm,lm,--,lm,lm,ll,lm,lm,--,--,--,--,lm,--,lm,ll,lm,ll,ll,lm,--,--,lm,ll,ll,--,lm,ll,--,--,--,--,--,lm,lm,lm,lm,lm,lm,lm,--,ll,ll,lm,lm,lm,--,lm,lm,--,ll,ll,ll,--,ll,lm,--,lm,ll,--,--,ll,--,--,ll,--,ll,ll,lm,--,lm,--,--,--,--,--,ll,--,ll,lm
*_SCFLD10008_611215,<hkxhk>,kk,kk,--,--,--,--,kk,--,hk,--,--,hh,--,hh,--,kk,hh,hh,hk,hh,--,--,hk,--,--,kk,hk,kk,--,--,hk,--,hk,kk,kk,kk,hh,kk,kk,hk,hk,hk,hh,hh,hh,hh,hh,--,hk,hh,kk,kk,kk,hh,hh,hh,--,--,--,kk,hk,hk,kk,hk,hk,hh,hk,hh,hk,hk,hk,hk,--,--,--,hk,kk,--,hh,hk,hh,--,hk,hk,hk,--,kk,hk,kk,--
*_SCFLD10008_731982,<nnxnp>,np,np,--,--,nn,--,np,--,np,np,nn,nn,--,nn,np,--,nn,--,nn,nn,np,np,np,--,nn,--,np,np,nn,np,nn,--,np,--,np,np,--,np,np,--,np,nn,--,nn,nn,nn,nn,np,--,nn,np,--,np,--,--,--,--,np,nn,np,np,nn,np,--,nn,nn,nn,--,--,--,nn,nn,np,--,--,--,np,--,nn,nn,nn,--,--,--,--,--,np,np,np,nn
*_SCFLD10008_821612,<nnxnp>,--,--,nn,--,--,--,np,--,--,np,--,nn,--,nn,np,np,nn,nn,nn,--,np,np,np,--,--,np,np,np,nn,np,--,nn,--,--,--,np,nn,--,--,--,np,--,--,nn,--,nn,nn,--,np,nn,np,np,np,nn,nn,nn,nn,--,nn,np,np,--,--,--,nn,nn,nn,--,--,--,nn,nn,np,nn,--,np,--,np,nn,--,--,--,nn,np,--,--,np,--,--,nn
*_SCFLD10008_917778,<nnxnp>,nn,--,np,--,np,--,nn,np,--,nn,--,--,--,np,--,nn,--,np,np,--,nn,--,--,--,--,--,nn,nn,np,--,np,--,--,--,--,nn,np,nn,--,--,nn,--,--,--,np,np,np,--,--,np,nn,nn,--,np,np,--,np,nn,--,--,nn,--,nn,--,np,np,--,np,--,--,np,np,nn,np,--,--,--,nn,np,--,np,--,np,nn,--,np,nn,nn,nn,np
*_SCFLD10012_1150143,<nnxnp>,--,nn,np,--,np,nn,nn,np,--,--,--,--,--,np,--,nn,np,--,np,--,nn,nn,np,--,--,nn,nn,nn,np,--,--,--,--,--,nn,nn,np,nn,--,--,nn,np,--,--,--,nn,--,--,nn,np,nn,--,nn,--,nn,--,np,--,--,--,nn,nn,nn,--,--,--,np,np,np,--,--,np,nn,np,--,--,--,--,--,--,np,--,--,np,--,np,nn,nn,--,np
*_SCFLD10012_1224967,<nnxnp>,--,np,np,--,--,nn,nn,np,--,--,--,--,--,np,nn,nn,--,--,--,np,nn,nn,--,--,np,nn,nn,nn,np,nn,np,--,nn,nn,--,--,np,--,--,--,nn,--,np,np,--,nn,np,--,nn,np,nn,nn,nn,--,nn,np,--,--,np,nn,nn,nn,nn,np,--,np,np,--,np,--,np,np,--,--,np,nn,--,--,nn,np,--,--,--,--,--,--,--,nn,nn,--
*_SCFLD10012_1256522,<nnxnp>,--,np,nn,--,nn,--,np,nn,--,np,--,nn,nn,nn,--,np,nn,nn,nn,nn,--,--,nn,--,--,np,np,--,nn,np,nn,--,np,np,np,--,--,np,--,--,np,nn,--,--,--,np,nn,np,np,nn,np,np,--,--,np,--,--,--,nn,np,--,np,--,nn,nn,nn,--,nn,nn,--,nn,nn,np,--,--,--,--,--,np,--,nn,--,--,--,--,--,np,--,np,--
*_SCFLD10012_1416497,<nnxnp>,--,--,--,--,nn,--,--,nn,--,np,nn,nn,--,nn,np,--,--,nn,--,nn,np,np,nn,--,--,np,np,np,--,np,--,--,np,--,--,np,nn,np,--,--,np,nn,--,--,nn,np,nn,--,np,--,np,--,--,nn,np,--,nn,--,nn,--,np,--,--,--,nn,nn,--,nn,nn,--,--,nn,np,--,--,np,--,np,np,--,--,--,--,--,--,--,np,--,np,nn
*_SCFLD10012_483742,<lmxll>,--,--,--,--,--,--,--,--,--,ll,ll,ll,--,ll,ll,lm,ll,--,--,lm,ll,lm,ll,--,ll,lm,lm,--,lm,ll,lm,--,ll,lm,lm,lm,--,lm,--,--,ll,--,lm,ll,ll,ll,ll,--,ll,ll,--,lm,lm,ll,ll,--,--,lm,lm,--,lm,lm,lm,lm,--,ll,lm,ll,lm,ll,lm,lm,--,--,lm,ll,lm,lm,ll,lm,ll,--,lm,ll,--,--,lm,ll,lm,--
*_SCFLD1107_64947,<nnxnp>,--,nn,np,--,np,nn,nn,--,nn,nn,--,np,--,np,--,nn,np,np,np,np,--,nn,np,--,np,--,nn,nn,np,--,np,nn,nn,--,nn,nn,--,nn,--,nn,nn,np,np,--,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,--,--,--,nn,nn,nn,--,np,np,--,--,--,--,--,np,np,--,np,--,nn,nn,nn,nn,np,np,--,np,np,np,--,nn,--,--,--
*_SCFLD1112_5162,<hkxhk>,--,--,hh,--,hk,--,--,--,--,hk,hh,--,hk,kk,--,hk,hk,hk,kk,hk,--,kk,--,--,hk,hh,--,hk,kk,--,--,hh,hh,--,kk,hk,--,hh,--,--,hh,kk,kk,kk,kk,hh,hk,--,--,hk,--,hk,hk,hk,hh,hk,--,--,kk,hh,hk,--,hk,kk,--,--,--,kk,kk,--,kk,kk,hk,kk,--,hh,hk,--,--,kk,hk,--,--,hk,hk,--,hk,--,hk,kk
*_SCFLD1192_24333,<nnxnp>,--,--,--,--,np,--,nn,np,--,--,--,np,np,np,nn,nn,np,np,np,nn,nn,np,--,--,np,nn,--,nn,np,nn,np,--,--,nn,np,nn,np,--,--,--,nn,np,np,np,--,nn,np,nn,nn,nn,--,--,nn,np,--,np,--,--,np,nn,nn,nn,--,np,np,--,np,np,np,nn,np,np,--,--,--,nn,nn,--,nn,--,np,np,np,--,np,--,nn,nn,nn,--
*_SCFLD1192_46054,<nnxnp>,--,--,--,--,--,--,nn,--,--,--,--,np,--,np,nn,nn,np,np,np,nn,--,np,np,np,np,nn,nn,--,np,--,np,--,--,--,np,nn,np,nn,np,--,nn,--,np,--,np,nn,np,nn,--,nn,nn,nn,--,np,--,np,--,--,--,nn,--,--,nn,np,np,nn,--,np,np,--,np,np,--,np,np,nn,nn,np,nn,--,np,--,np,np,np,np,np,nn,--,np
*_SCFLD1192_46108,<lmxll>,--,ll,lm,--,--,--,lm,--,ll,ll,--,lm,lm,ll,--,ll,lm,lm,ll,ll,lm,--,--,--,--,--,--,ll,ll,ll,--,--,--,--,--,ll,ll,--,--,lm,lm,--,--,ll,--,lm,--,--,--,ll,ll,ll,ll,lm,lm,--,--,--,ll,lm,--,ll,--,ll,ll,lm,--,ll,--,--,--,ll,--,--,--,lm,--,--,lm,--,--,--,lm,lm,--,ll,ll,--,--,ll
