V1,V2,V3
*_SCFLD297_12296,<lmxll>,--,lm,--,--,--,lm,ll,--,lm,--,--,ll,--,ll,--,lm,lm,--,lm,--,ll,--,ll,--,lm,ll,ll,lm,ll,--,ll,--,--,ll,lm,--,--,--,--,--,--,--,lm,--,--,lm,--,ll,lm,lm,lm,--,ll,ll,lm,--,--,--,--,ll,ll,lm,--,ll,--,lm,--,ll,--,--,--,--,ll,ll,--,--,lm,--,--,ll,lm,--,ll,ll,--,--,lm,--,lm,--
*_SCFLD297_163452,<lmxll>,--,--,lm,--,ll,lm,ll,--,lm,lm,lm,--,--,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,--,--,lm,--,--,lm,--,ll,lm,ll,lm,ll,--,lm,ll,ll,lm,lm,lm,lm,ll,ll,--,--,--,ll,ll,--,ll,lm,ll,--,ll,--,lm,ll,lm,lm,--,lm,ll,ll,--,ll,lm,lm,lm,ll,lm,--,--,ll,lm,lm,lm,lm,lm,--
*_SCFLD297_163465,<lmxll>,--,--,lm,--,ll,lm,ll,--,lm,--,--,--,--,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,--,--,lm,--,--,lm,--,ll,lm,ll,lm,ll,--,lm,ll,ll,lm,lm,lm,--,ll,ll,--,--,--,ll,ll,--,ll,lm,ll,--,ll,--,lm,ll,lm,lm,--,lm,ll,ll,--,ll,lm,lm,lm,ll,lm,--,ll,--,lm,lm,lm,--,lm,--
*_SCFLD297_163483,<lmxll>,--,--,lm,--,--,lm,ll,--,lm,--,--,--,--,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,--,--,lm,--,--,lm,--,ll,lm,ll,lm,ll,--,lm,ll,ll,lm,lm,lm,--,--,ll,--,--,--,--,ll,--,--,lm,ll,--,ll,--,lm,ll,lm,lm,--,lm,ll,--,--,ll,lm,--,--,ll,lm,--,ll,--,lm,lm,lm,--,lm,--
*_SCFLD297_163504,<lmxll>,--,--,--,--,--,lm,ll,--,lm,--,--,--,--,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,--,--,lm,--,--,lm,--,ll,lm,--,lm,ll,--,lm,ll,ll,lm,--,lm,--,--,ll,--,--,--,--,ll,--,--,lm,ll,--,ll,--,lm,ll,lm,lm,--,lm,ll,--,--,ll,lm,--,--,ll,lm,--,ll,--,--,--,lm,--,lm,--
*_SCFLD297_285613,<nnxnp>,--,--,nn,--,--,--,np,--,--,--,--,nn,--,nn,--,np,np,nn,np,np,np,np,nn,--,--,np,np,np,nn,nn,nn,--,--,--,np,np,nn,--,--,--,np,nn,np,--,--,np,nn,np,nn,np,np,np,np,--,np,np,--,--,nn,np,np,np,--,--,nn,np,np,np,nn,--,np,nn,--,--,--,nn,--,nn,--,--,nn,--,np,--,nn,--,np,--,np,np
*_SCFLD297_285623,<nnxnp>,--,--,nn,--,--,--,np,--,--,--,--,nn,--,nn,--,np,np,nn,np,np,np,np,nn,--,--,np,np,np,nn,nn,nn,--,--,--,np,np,nn,--,--,--,np,nn,np,--,--,np,nn,np,nn,np,np,np,np,--,np,np,--,--,nn,np,np,np,--,--,nn,np,np,np,nn,--,np,nn,--,--,--,nn,--,nn,nn,--,nn,--,np,nn,nn,--,np,--,np,np
*_SCFLD297_285640,<nnxnp>,--,--,nn,--,--,--,np,--,--,--,--,nn,--,nn,--,np,np,nn,np,np,np,np,nn,--,--,np,np,np,nn,nn,nn,--,--,--,np,np,nn,--,--,--,np,nn,np,--,--,np,nn,np,nn,np,np,np,np,--,np,np,--,--,nn,np,np,np,--,--,nn,np,np,np,nn,--,np,nn,--,--,--,nn,--,nn,nn,--,nn,--,np,nn,nn,--,np,--,np,--
*_SCFLD297_415162,<lmxll>,--,--,lm,--,ll,--,ll,ll,lm,lm,--,ll,lm,ll,ll,lm,--,lm,lm,ll,ll,lm,ll,--,lm,ll,ll,lm,ll,ll,ll,--,--,ll,lm,lm,ll,lm,--,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,--,lm,ll,ll,ll,lm,ll,ll,ll,lm,--,ll,lm,lm,ll,lm,ll,ll,--,ll,ll,lm,lm,ll,--,--,ll,ll,lm,lm,lm,lm,lm,--
*_SCFLD297_415268,<lmxll>,--,--,lm,--,--,--,ll,--,lm,lm,lm,ll,lm,--,ll,--,--,lm,--,ll,--,lm,ll,lm,--,ll,ll,lm,--,--,ll,--,ll,ll,--,lm,ll,--,--,ll,lm,--,--,ll,ll,lm,ll,--,--,lm,lm,--,--,ll,--,--,--,--,ll,ll,--,--,--,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,--,ll,ll,lm,lm,--,--,--,ll,ll,lm,--,lm,--,lm,--
