V1,V2,V3
*_SCFLD9910_79881,<hkxhk>,--,hh,--,--,hk,--,kk,--,--,hk,--,hh,--,hk,--,--,kk,hh,--,--,hk,hk,hh,--,--,hh,kk,--,hk,hh,--,--,hh,hk,hk,kk,hh,kk,--,--,hh,hh,hk,--,hk,hh,kk,--,hk,kk,hh,hh,hh,--,--,--,--,--,hk,hk,hk,kk,hk,--,kk,hk,hh,hk,hk,hh,hk,hk,hh,--,--,kk,--,hk,hh,--,kk,--,hk,--,hh,--,hk,--,hk,hk
*_SCFLD9910_146760,<nnxnp>,--,--,nn,nn,nn,np,--,--,--,np,--,--,--,np,np,--,np,nn,np,np,np,nn,nn,--,nn,nn,--,nn,nn,nn,nn,--,--,--,--,--,nn,--,--,--,nn,nn,nn,--,np,nn,np,--,--,np,nn,--,nn,nn,--,--,nn,nn,np,np,np,np,--,--,np,nn,nn,np,nn,--,nn,nn,np,--,--,np,nn,--,nn,np,np,--,--,--,nn,np,np,np,nn,--
*_SCFLD9910_146906,<nnxnp>,--,--,nn,--,--,--,np,--,--,--,np,nn,--,np,--,--,--,--,np,np,--,nn,--,--,nn,--,np,--,nn,--,nn,--,--,np,nn,np,nn,np,--,np,nn,nn,nn,nn,np,nn,--,--,nn,np,nn,nn,nn,--,np,--,--,nn,np,np,np,np,np,np,np,nn,--,np,nn,--,nn,nn,np,nn,--,--,nn,np,nn,--,--,--,--,--,nn,--,np,np,nn,--
*_SCFLD9910_146912,<nnxnp>,--,--,nn,--,--,--,np,--,--,--,np,nn,--,np,--,--,--,--,np,np,--,nn,--,--,nn,--,np,--,nn,--,nn,--,--,np,nn,np,nn,np,--,np,nn,nn,nn,nn,np,nn,--,--,nn,np,nn,nn,nn,--,nn,--,--,nn,np,np,np,np,np,np,np,nn,--,np,nn,--,nn,nn,np,nn,--,--,nn,np,nn,--,--,--,--,--,nn,--,np,np,nn,--
*_SCFLD9910_174168,<nnxnp>,np,--,--,--,--,--,--,np,np,np,np,--,--,--,--,np,np,nn,np,np,np,--,nn,--,nn,nn,np,nn,--,--,--,--,nn,np,nn,np,--,--,--,np,nn,nn,nn,nn,np,nn,--,np,nn,np,--,--,nn,nn,nn,--,--,--,np,--,np,np,np,--,np,nn,--,np,nn,--,--,nn,--,--,--,--,nn,--,nn,--,--,--,--,nn,nn,--,np,--,nn,--
*_SCFLD9910_174177,<nnxnp>,np,--,--,--,--,--,--,np,np,np,np,--,--,--,--,np,np,nn,np,np,np,--,nn,--,nn,nn,np,nn,--,--,--,--,nn,np,nn,np,--,--,--,np,nn,nn,nn,nn,np,nn,--,--,nn,np,--,--,nn,nn,nn,--,--,--,np,--,np,np,np,--,np,nn,--,np,nn,--,--,nn,--,--,--,--,nn,--,nn,np,--,--,--,nn,nn,--,np,--,--,--
*_SCFLD9910_174198,<nnxnp>,np,--,nn,--,--,np,--,np,--,np,np,--,--,--,--,np,np,nn,np,--,np,--,nn,--,nn,nn,--,nn,--,--,--,--,nn,--,nn,np,--,--,--,--,nn,nn,--,--,np,nn,--,--,nn,np,--,--,nn,nn,--,--,--,--,np,--,np,np,--,--,np,nn,--,np,nn,--,--,nn,--,--,--,--,nn,--,nn,np,--,--,--,nn,nn,--,--,--,nn,--
*_SCFLD9910_174306,<nnxnp>,--,nn,nn,--,--,np,np,--,np,--,np,nn,np,np,--,--,np,--,np,--,np,nn,nn,--,nn,nn,np,nn,nn,nn,nn,--,nn,np,nn,np,--,--,--,--,nn,nn,nn,nn,--,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,--,--,np,--,np,np,--,--,np,--,nn,--,nn,nn,nn,nn,np,--,np,np,nn,np,--,--,np,nn,--,nn,--,--,np,np,--,np
*_SCFLD9910_302042,<hkxhk>,--,--,hk,--,kk,--,hk,--,--,hh,--,hk,--,hh,--,hh,hk,hk,hh,hk,hh,kk,hk,--,--,hk,hk,--,--,hk,--,kk,hk,hh,kk,hk,hk,hk,--,hk,hk,hk,kk,hk,hh,hk,hk,hk,kk,hk,hk,hk,hk,--,kk,--,kk,--,--,hh,--,hk,hh,--,hk,kk,hk,hh,--,--,kk,kk,--,kk,--,--,hk,--,--,--,hk,--,hh,kk,hk,hh,hh,--,kk,hh
*_SCFLD9910_332827,<hkxhk>,--,hk,hk,--,hh,--,--,--,--,kk,kk,--,--,kk,--,kk,hk,hk,kk,--,kk,hh,hk,--,--,hk,hk,hh,hh,hk,hh,--,hk,kk,--,hk,hk,--,--,hk,hk,hk,hh,hk,--,hk,hk,--,hh,hk,kk,hk,hk,hh,hh,hk,hh,hk,--,kk,kk,hk,kk,kk,hk,hh,--,kk,hh,hh,--,hh,kk,--,kk,hk,hk,kk,hk,--,hk,--,kk,--,hk,kk,kk,hk,hh,kk
*_SCFLD9910_332861,<hkxhk>,--,--,hk,--,hh,--,--,--,hk,kk,kk,--,--,kk,--,kk,hk,hk,kk,--,kk,hh,hk,--,--,hk,hk,hh,hh,--,hh,--,hk,kk,--,--,hk,hk,--,--,hk,hk,--,hk,--,hk,hk,hk,hh,hk,--,hk,hk,hh,hh,hk,--,hk,--,kk,kk,hk,kk,kk,--,hh,--,kk,hh,hh,--,hh,kk,--,kk,hk,hk,kk,hk,--,hk,--,kk,--,hk,--,kk,hk,hh,kk
