V1,V2,V3
*_SCFLD400_75393,<hkxhk>,--,hh,hh,--,--,--,hk,--,--,--,hk,kk,--,kk,hk,hh,kk,kk,hk,hh,hh,--,hk,--,hk,hh,kk,--,hk,kk,--,--,--,hk,hk,--,--,--,--,--,hk,kk,--,hk,hk,hh,--,hk,hh,kk,kk,hk,hk,kk,--,hk,--,--,--,hk,hh,hh,kk,kk,hk,--,hk,--,hk,hk,kk,hk,kk,--,--,--,hh,--,hk,--,kk,hk,hk,hk,--,--,hh,--,hh,--
*_SCFLD400_75554,<lmxll>,--,--,--,--,--,--,ll,--,--,lm,--,--,ll,--,ll,--,ll,--,lm,--,lm,lm,ll,ll,--,lm,--,ll,ll,ll,--,--,--,ll,lm,lm,--,lm,--,--,--,ll,ll,lm,lm,lm,ll,--,lm,ll,ll,lm,ll,ll,--,ll,--,--,ll,--,lm,lm,ll,lm,ll,--,--,--,--,--,ll,lm,--,--,--,lm,--,--,--,--,ll,--,ll,lm,lm,--,lm,--,--,--
*_SCFLD400_90477,<lmxll>,lm,--,--,--,ll,--,--,--,--,--,--,ll,--,ll,--,lm,ll,--,lm,--,lm,lm,--,--,ll,lm,lm,ll,--,--,lm,--,--,--,--,lm,ll,lm,--,--,--,ll,ll,lm,lm,--,--,--,lm,ll,--,lm,ll,ll,lm,ll,--,lm,ll,ll,lm,--,--,lm,--,lm,lm,ll,ll,--,ll,lm,ll,--,--,lm,--,ll,lm,--,ll,--,ll,lm,lm,lm,lm,ll,lm,lm
*_SCFLD400_97757,<lmxll>,--,lm,--,--,ll,--,--,lm,--,lm,lm,--,--,--,--,lm,--,--,--,--,lm,lm,ll,--,ll,lm,--,ll,ll,--,lm,--,--,--,--,lm,--,--,--,lm,ll,--,ll,--,--,lm,ll,--,lm,ll,ll,--,--,ll,--,--,ll,lm,ll,ll,--,lm,ll,--,--,lm,--,ll,ll,lm,ll,lm,--,--,--,--,--,ll,lm,--,ll,--,ll,--,--,--,lm,--,lm,--
*_SCFLD400_97775,<lmxll>,--,lm,--,--,ll,--,--,lm,--,lm,lm,--,--,--,--,lm,ll,--,--,--,lm,lm,ll,--,ll,lm,ll,ll,ll,--,lm,--,--,--,--,lm,--,--,--,lm,ll,--,ll,lm,--,lm,ll,--,lm,ll,ll,lm,--,ll,--,ll,ll,lm,ll,ll,--,lm,ll,--,--,lm,--,ll,--,lm,ll,lm,--,--,--,lm,--,ll,lm,--,ll,--,ll,--,--,--,lm,--,lm,--
*_SCFLD400_97781,<lmxll>,--,lm,--,--,ll,--,--,lm,--,lm,lm,--,--,--,--,lm,ll,--,--,--,lm,--,ll,--,ll,lm,ll,ll,ll,--,lm,--,--,--,--,lm,--,--,--,lm,ll,--,ll,lm,--,lm,ll,--,lm,ll,ll,lm,--,ll,--,ll,ll,lm,ll,ll,--,lm,ll,--,--,lm,--,ll,--,--,ll,lm,--,--,--,lm,--,ll,lm,--,ll,--,ll,--,--,--,lm,--,lm,--
*_SCFLD400_179524,<hkxhk>,--,--,hk,--,hh,--,--,--,--,kk,--,--,--,hk,--,--,--,hk,kk,--,hk,hk,--,--,--,hk,--,hk,hh,--,kk,--,--,--,kk,hk,hh,--,--,--,hh,hk,hh,--,--,hk,--,hh,hk,--,hk,--,hh,hk,kk,--,--,--,hk,--,hk,hk,hk,kk,--,kk,kk,hh,hh,--,hk,kk,--,--,--,kk,hk,--,kk,--,hk,--,--,--,--,--,--,--,hk,kk
*_SCFLD400_179574,<nnxnp>,--,--,nn,--,nn,--,nn,--,--,np,np,np,--,np,--,nn,--,np,np,--,nn,nn,--,--,--,nn,--,np,nn,--,np,--,--,--,np,nn,nn,--,--,--,nn,np,nn,--,np,nn,nn,nn,nn,--,np,--,nn,np,np,--,--,--,np,nn,nn,nn,np,np,--,np,np,nn,--,--,np,--,np,--,--,np,nn,np,np,--,np,--,--,--,np,--,nn,--,nn,np
*_SCFLD400_194627,<lmxll>,lm,--,lm,--,ll,--,ll,--,--,--,lm,ll,--,ll,--,lm,ll,--,lm,--,lm,lm,--,--,ll,--,ll,ll,--,--,--,--,--,--,--,lm,--,lm,--,--,--,--,ll,ll,--,lm,--,ll,lm,ll,ll,lm,ll,--,lm,ll,ll,--,ll,ll,lm,--,ll,--,--,lm,--,--,--,--,--,lm,ll,--,--,lm,--,ll,lm,ll,ll,--,ll,lm,--,--,lm,--,lm,--
*_SCFLD400_204943,<lmxll>,--,lm,--,--,ll,lm,ll,--,--,lm,--,--,--,ll,--,lm,--,--,lm,lm,--,lm,ll,--,--,lm,ll,ll,ll,ll,lm,--,ll,--,lm,--,ll,lm,--,--,ll,--,ll,lm,--,lm,ll,--,lm,ll,ll,lm,ll,--,--,ll,ll,--,ll,ll,lm,--,ll,--,--,lm,--,ll,ll,--,ll,lm,ll,ll,--,lm,lm,--,lm,--,--,--,ll,--,--,lm,lm,ll,--,lm
*_SCFLD400_204981,<lmxll>,--,lm,--,--,ll,--,--,--,--,lm,--,--,--,ll,--,lm,--,--,--,--,--,lm,ll,--,--,lm,--,ll,ll,--,lm,--,--,--,lm,--,ll,lm,--,--,--,--,ll,lm,--,lm,ll,--,lm,ll,ll,lm,ll,--,--,ll,ll,--,ll,ll,lm,--,ll,--,--,lm,--,ll,--,--,ll,lm,ll,ll,--,lm,lm,--,lm,--,--,--,ll,--,--,lm,lm,--,--,lm
*_SCFLD400_214380,<nnxnp>,--,np,np,--,--,nn,--,--,--,nn,--,--,--,nn,--,np,--,nn,nn,--,np,np,--,--,np,np,--,nn,--,--,nn,--,--,np,nn,np,np,nn,--,--,np,nn,np,nn,--,np,np,--,--,nn,--,--,np,--,--,np,np,--,--,--,--,--,nn,nn,--,nn,nn,--,np,--,nn,nn,--,--,--,nn,np,--,nn,np,nn,--,np,--,--,--,--,--,--,--
*_SCFLD400_214397,<hkxhk>,hh,hh,hh,--,--,hk,--,--,--,hk,--,--,--,kk,hk,hh,--,kk,hk,--,hh,hh,--,--,hk,hh,--,kk,--,--,hk,--,hk,hk,hk,hh,hk,hk,--,--,hk,kk,hk,hk,--,hh,hk,--,--,kk,kk,hk,hk,--,--,hk,hk,--,--,--,hh,--,kk,hk,hk,hk,hk,--,hk,--,kk,hk,--,--,--,hk,hh,--,hk,hk,kk,--,hk,hk,--,--,--,--,--,--
*_SCFLD400_214400,<lmxll>,lm,lm,lm,--,--,lm,--,--,--,lm,--,--,--,ll,ll,lm,--,ll,lm,--,lm,lm,--,--,ll,lm,ll,ll,--,--,lm,--,ll,ll,lm,lm,ll,lm,--,--,ll,ll,ll,lm,--,lm,ll,--,--,ll,ll,lm,ll,--,--,ll,ll,--,--,--,lm,--,ll,lm,ll,lm,lm,--,ll,--,ll,lm,--,--,--,lm,lm,--,lm,ll,ll,--,--,lm,--,--,--,--,--,--
*_SCFLD400_214408,<nnxnp>,np,np,np,--,--,nn,--,--,--,nn,--,--,--,nn,np,np,--,nn,nn,--,np,np,--,--,np,np,nn,nn,--,--,nn,--,np,np,nn,np,np,nn,--,--,np,nn,np,nn,--,np,np,--,--,nn,nn,nn,np,--,nn,np,np,--,--,--,np,--,nn,nn,np,nn,nn,--,np,--,nn,nn,--,--,--,nn,np,--,nn,np,nn,--,np,nn,--,--,--,--,--,--
*_SCFLD400_233125,<lmxll>,lm,lm,--,--,ll,--,ll,lm,--,--,--,--,--,ll,ll,--,ll,ll,--,lm,--,lm,ll,--,ll,--,ll,ll,ll,ll,lm,lm,--,--,lm,lm,--,lm,--,--,ll,ll,ll,lm,lm,--,ll,--,lm,ll,ll,--,ll,ll,lm,--,ll,--,--,ll,lm,lm,--,lm,ll,lm,--,ll,ll,lm,ll,lm,ll,--,--,lm,--,--,lm,--,ll,--,ll,--,--,--,lm,--,lm,--
*_SCFLD400_233141,<lmxll>,lm,lm,--,--,ll,--,ll,lm,--,--,--,--,--,ll,ll,--,--,ll,--,lm,--,lm,ll,--,ll,--,ll,ll,ll,ll,lm,lm,--,--,lm,lm,--,lm,--,--,ll,ll,ll,lm,lm,--,ll,--,lm,ll,ll,--,ll,ll,lm,--,ll,--,--,ll,lm,lm,--,lm,ll,lm,--,ll,ll,lm,--,lm,ll,--,--,lm,--,--,lm,--,ll,--,ll,--,--,--,lm,--,lm,--
*_SCFLD400_233289,<lmxll>,lm,lm,--,--,--,--,ll,lm,ll,--,lm,ll,--,ll,--,lm,ll,--,--,lm,--,lm,--,--,ll,lm,ll,ll,ll,ll,lm,--,ll,--,lm,--,ll,lm,--,--,ll,ll,ll,lm,lm,lm,--,ll,lm,ll,ll,--,ll,--,lm,--,--,lm,ll,ll,--,--,ll,lm,--,lm,lm,ll,ll,lm,ll,lm,ll,--,--,lm,lm,ll,lm,--,--,--,ll,--,lm,--,lm,--,lm,lm
*_SCFLD400_248566,<lmxll>,lm,--,lm,--,--,--,--,--,--,lm,lm,--,--,ll,ll,--,ll,ll,lm,--,--,--,--,--,ll,lm,ll,ll,ll,ll,--,--,--,ll,lm,--,ll,lm,--,--,ll,ll,ll,lm,--,lm,ll,--,--,ll,ll,--,ll,ll,--,ll,--,--,ll,--,lm,lm,ll,lm,ll,lm,lm,ll,ll,--,ll,lm,ll,ll,--,--,--,ll,lm,--,ll,--,--,--,--,lm,lm,lm,lm,lm
*_SCFLD400_248578,<lmxll>,lm,--,lm,--,--,--,--,--,--,lm,lm,--,--,ll,ll,lm,ll,--,lm,--,--,--,--,--,ll,lm,--,ll,ll,ll,--,--,--,ll,lm,--,ll,lm,--,--,ll,ll,ll,lm,--,lm,ll,--,--,ll,ll,--,ll,--,--,ll,--,--,ll,--,lm,lm,ll,lm,ll,lm,lm,ll,ll,--,ll,lm,ll,ll,--,--,--,ll,lm,--,ll,--,--,--,--,lm,lm,lm,lm,lm
*_SCFLD400_263730,<lmxll>,--,lm,--,--,ll,--,--,--,--,--,lm,--,ll,ll,--,--,ll,ll,lm,lm,--,lm,--,--,--,lm,ll,ll,ll,--,--,--,--,ll,lm,lm,ll,lm,--,--,ll,ll,--,lm,lm,lm,--,ll,lm,ll,ll,--,ll,ll,lm,--,--,lm,--,--,--,lm,--,lm,ll,--,lm,ll,ll,--,--,lm,ll,--,--,lm,lm,ll,--,ll,ll,--,ll,lm,--,--,lm,--,lm,--
*_SCFLD400_263753,<hkxhk>,--,hk,--,--,kk,--,--,--,--,--,hh,--,kk,hk,--,--,hk,hk,hh,hk,--,hk,kk,--,--,hk,hk,hk,kk,hk,--,--,--,kk,hh,hk,kk,hh,--,--,kk,hk,kk,hh,hh,hk,--,kk,hk,hk,hk,--,kk,hk,hh,--,--,hk,--,--,hk,hk,hk,hh,kk,--,hh,kk,kk,--,hk,hh,hk,--,--,hh,hk,hk,hh,kk,hk,--,kk,hh,--,--,hk,--,hk,--
*_SCFLD400_263759,<hkxhk>,--,hk,--,--,kk,--,--,--,--,--,hh,--,kk,hk,--,hk,hk,hk,hh,hk,--,hk,kk,--,--,hk,hk,hk,kk,hk,--,--,--,kk,hh,hk,kk,hh,--,--,kk,hk,kk,hh,hh,hk,--,kk,hk,hk,hk,hh,kk,hk,hh,--,--,hk,--,--,hk,hk,hk,hh,kk,--,hh,kk,kk,--,hk,hh,hk,--,--,hh,hk,hk,hh,kk,hk,--,kk,hh,--,--,hk,--,--,--
*_SCFLD400_263794,<nnxnp>,--,nn,--,--,nn,--,--,np,--,--,np,--,nn,np,--,nn,np,np,np,nn,--,nn,nn,--,nn,nn,np,np,nn,np,--,--,nn,nn,np,nn,nn,np,--,--,nn,np,nn,np,--,nn,nn,nn,nn,np,--,np,nn,np,np,nn,--,nn,--,nn,nn,nn,np,np,nn,--,np,nn,nn,--,np,np,np,--,--,np,nn,np,--,nn,np,--,nn,np,--,--,nn,--,nn,--
