V1,V2,V3
*_SCFLD0_27688,<hkxhk>,--,--,hk,--,--,--,--,hk,kk,hh,--,--,--,--,hk,hk,hk,kk,hk,--,--,hh,hk,--,--,hk,hk,hk,hk,--,--,--,--,hk,kk,hk,kk,--,--,--,hk,hh,kk,--,hk,hk,hk,hh,hh,hh,hk,--,hh,kk,hk,hh,hh,--,--,kk,kk,--,hk,--,kk,hh,--,hk,--,hk,kk,hh,hk,hh,hk,hk,--,--,hk,kk,hk,--,--,--,--,--,hk,hh,hh,kk
*_SCFLD0_54078,<hkxhk>,--,hk,hk,--,--,--,hk,--,--,kk,kk,hk,--,--,--,hk,--,hh,--,hk,hk,kk,--,--,--,--,--,hk,hk,--,kk,--,hk,--,hh,--,--,hk,--,--,hk,kk,--,hh,--,hk,hk,--,kk,kk,hk,hh,kk,hh,hk,--,--,kk,hk,hh,--,hk,hk,hk,hh,--,--,hk,hh,--,hh,kk,hk,--,--,hk,--,--,--,--,hk,--,hk,hk,hk,--,--,--,kk,hh
*_SCFLD0_54091,<hkxhk>,--,hk,hk,--,--,--,--,--,--,--,kk,hk,--,--,--,hk,--,hh,--,hk,hk,kk,--,--,--,hk,--,hk,hk,--,kk,--,--,--,hh,--,--,hk,--,--,hk,kk,--,hh,--,hk,hk,--,--,kk,hk,hh,kk,hh,hk,--,--,kk,hk,hh,--,hk,hk,hk,hh,kk,--,hk,hh,--,hh,--,hk,--,--,hk,--,--,--,--,hk,--,hk,hk,hk,--,--,--,kk,hh
*_SCFLD0_88570,<nnxnp>,--,--,--,--,nn,--,--,nn,--,nn,nn,nn,--,np,np,np,np,np,nn,nn,nn,nn,np,--,np,np,nn,nn,np,np,nn,--,--,--,np,nn,np,nn,--,nn,np,nn,--,np,--,nn,--,nn,nn,nn,--,np,--,--,nn,--,--,--,nn,--,--,--,--,np,np,nn,np,np,np,nn,--,nn,nn,--,--,nn,nn,nn,np,--,nn,np,nn,nn,np,nn,np,--,nn,np
*_SCFLD0_88595,<nnxnp>,--,--,--,--,nn,--,--,--,--,nn,nn,nn,--,np,np,np,np,np,nn,nn,nn,nn,--,--,--,np,nn,nn,np,--,nn,--,--,--,np,nn,np,nn,--,--,np,nn,--,np,--,nn,--,nn,nn,nn,--,np,--,--,nn,--,--,--,nn,--,--,--,--,np,np,nn,np,np,np,nn,--,nn,nn,--,--,nn,nn,nn,np,--,nn,np,nn,nn,np,nn,np,--,nn,np
*_SCFLD0_88613,<nnxnp>,--,--,--,--,nn,--,--,nn,--,nn,nn,nn,--,np,np,np,np,np,nn,nn,nn,--,--,--,--,np,nn,nn,np,--,nn,--,--,--,np,nn,np,nn,--,--,np,nn,--,np,--,nn,--,--,nn,nn,--,np,--,--,nn,--,--,--,nn,--,--,--,--,np,np,nn,--,np,np,nn,--,nn,--,--,--,nn,nn,nn,np,--,nn,np,nn,nn,np,nn,np,--,nn,np
*_SCFLD0_88624,<nnxnp>,--,--,--,--,nn,--,--,nn,--,nn,nn,nn,--,np,np,np,--,np,nn,nn,nn,--,--,--,--,np,nn,nn,np,--,nn,--,--,--,--,nn,np,nn,--,--,np,nn,--,np,--,nn,--,--,nn,nn,--,np,--,--,nn,--,--,--,nn,--,--,--,--,np,np,nn,--,--,np,nn,--,nn,--,--,--,nn,nn,nn,np,--,--,np,nn,nn,np,nn,np,--,nn,np
*_SCFLD0_137912,<nnxnp>,--,--,np,--,nn,--,nn,nn,np,nn,--,nn,--,np,np,--,--,np,nn,--,--,--,np,--,--,np,--,--,np,--,--,--,--,--,--,nn,np,--,--,--,np,nn,np,np,np,nn,np,nn,--,nn,nn,np,--,np,nn,--,nn,--,nn,np,--,np,--,np,--,--,np,--,--,--,np,--,nn,--,--,--,nn,--,--,--,--,--,nn,nn,--,--,np,--,nn,np
*_SCFLD0_439873,<lmxll>,--,--,lm,--,--,--,lm,--,--,ll,--,lm,--,ll,ll,--,ll,lm,lm,lm,lm,--,ll,--,--,ll,--,lm,ll,lm,ll,ll,--,lm,--,--,--,lm,--,--,--,--,ll,lm,ll,--,ll,--,ll,ll,lm,lm,ll,--,--,--,--,--,lm,lm,lm,ll,ll,ll,--,--,--,--,lm,--,lm,--,--,--,--,lm,ll,--,--,lm,--,--,lm,lm,--,--,ll,--,ll,lm
*_SCFLD0_439915,<lmxll>,--,--,lm,--,--,--,lm,--,--,--,--,lm,--,ll,ll,--,ll,lm,lm,lm,lm,--,ll,--,--,ll,--,lm,ll,lm,ll,ll,--,lm,--,--,--,lm,--,--,--,--,ll,lm,ll,--,ll,--,ll,ll,lm,lm,--,--,lm,--,--,--,lm,lm,lm,ll,ll,ll,--,ll,--,--,lm,--,lm,--,--,--,--,lm,ll,--,--,lm,lm,--,lm,lm,--,--,ll,--,ll,lm
*_SCFLD0_439930,<lmxll>,--,--,lm,--,--,--,lm,--,--,--,--,lm,--,ll,ll,--,ll,--,lm,lm,lm,--,ll,--,--,ll,--,lm,--,lm,ll,--,--,lm,--,--,--,lm,--,--,--,--,ll,lm,ll,--,ll,--,ll,ll,lm,lm,--,--,lm,--,--,--,lm,lm,lm,ll,ll,ll,--,ll,--,--,lm,--,lm,--,--,--,--,lm,--,--,--,lm,lm,--,lm,lm,--,--,ll,--,ll,lm
*_SCFLD0_568775,<lmxll>,--,ll,lm,--,ll,--,lm,--,--,ll,--,--,--,ll,ll,ll,ll,--,--,--,lm,ll,ll,--,--,ll,lm,--,ll,lm,ll,ll,--,--,--,lm,lm,lm,--,--,ll,ll,ll,lm,--,lm,ll,--,ll,ll,lm,lm,ll,lm,--,ll,--,--,lm,lm,--,ll,ll,ll,lm,--,--,ll,lm,lm,lm,ll,--,--,ll,--,ll,--,ll,--,--,--,--,lm,ll,--,ll,--,ll,--
*_SCFLD0_774561,<lmxll>,--,--,lm,--,ll,--,lm,lm,--,ll,ll,--,--,--,--,--,ll,--,lm,--,lm,ll,ll,--,lm,--,lm,lm,ll,--,ll,--,--,--,lm,lm,lm,--,--,--,--,--,--,lm,ll,lm,ll,--,--,ll,lm,lm,ll,lm,--,--,--,--,lm,lm,lm,ll,--,ll,--,ll,--,ll,lm,--,--,ll,--,ll,--,lm,--,ll,ll,lm,lm,--,lm,lm,ll,lm,ll,ll,--,--
*_SCFLD0_1126078,<lmxll>,--,ll,lm,--,ll,ll,lm,lm,--,ll,--,lm,lm,ll,--,ll,ll,lm,lm,lm,lm,ll,ll,--,--,ll,--,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,--,--,ll,--,ll,lm,--,lm,ll,ll,ll,--,--,lm,ll,lm,lm,--,--,ll,lm,lm,lm,--,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,--,lm,ll,ll,ll,--,lm,--,lm,lm,ll,--,ll,--,ll,--
*_SCFLD0_1137909,<lmxll>,--,--,--,--,ll,--,--,--,--,ll,--,lm,--,ll,--,ll,--,lm,lm,--,--,ll,ll,--,lm,ll,lm,lm,ll,--,--,ll,lm,--,--,--,lm,lm,--,--,ll,ll,ll,lm,--,lm,ll,--,ll,ll,lm,lm,--,--,lm,--,--,--,lm,lm,--,--,--,--,lm,--,lm,ll,--,lm,lm,ll,--,--,--,lm,ll,ll,ll,--,lm,--,lm,--,--,--,--,--,ll,lm
*_SCFLD0_1411246,<hkxhk>,--,--,hh,--,--,--,--,--,--,--,--,hk,--,hk,hk,hk,--,--,--,--,hh,kk,hk,--,hh,hk,hk,--,hk,--,kk,kk,--,hh,hh,--,hh,hk,--,--,hk,--,hk,--,--,--,hk,--,kk,kk,hk,hh,--,--,hk,--,--,--,--,--,hh,hk,--,--,--,kk,hh,hk,hh,--,hh,kk,hk,--,--,--,kk,--,--,--,hk,--,hk,hk,--,--,hk,--,kk,hh
*_SCFLD0_1411261,<lmxll>,--,--,lm,--,--,--,--,--,--,--,--,lm,--,ll,ll,ll,--,--,--,--,lm,ll,ll,--,lm,ll,lm,--,ll,lm,ll,ll,--,lm,lm,--,lm,lm,--,--,ll,--,ll,--,ll,--,ll,--,ll,ll,lm,lm,ll,--,lm,lm,--,--,--,--,lm,ll,--,--,--,ll,--,ll,--,--,lm,ll,lm,--,--,--,ll,ll,--,lm,lm,--,lm,lm,--,--,ll,--,ll,lm
*_SCFLD0_1411272,<nnxnp>,--,--,np,--,--,--,--,--,--,--,--,nn,--,np,np,np,--,--,--,--,np,nn,np,--,np,np,nn,--,np,np,nn,nn,--,nn,np,--,np,nn,--,--,--,--,np,--,np,--,np,--,nn,nn,nn,np,nn,--,nn,nn,--,--,--,--,np,np,--,--,--,nn,--,np,--,--,np,nn,nn,--,--,nn,nn,nn,--,np,nn,--,nn,nn,--,--,np,nn,nn,np
*_SCFLD0_1411284,<hkxhk>,--,--,kk,--,--,--,--,--,--,--,--,hk,--,hk,hk,hk,--,--,hk,--,kk,hh,hk,--,kk,hk,hk,--,hk,kk,hh,hh,--,--,kk,--,kk,hk,--,--,--,--,hk,kk,hk,--,hk,--,hh,hh,hk,kk,hh,--,hk,--,--,--,hk,kk,kk,hk,--,--,--,hh,kk,hk,kk,--,kk,hh,hk,--,--,hk,hh,hh,--,kk,hk,--,hk,hk,--,--,hk,hh,hh,kk
*_SCFLD0_1710852,<lmxll>,--,--,lm,--,ll,--,--,--,--,--,--,--,--,--,ll,--,--,--,lm,lm,--,ll,--,--,lm,--,--,lm,--,lm,ll,--,lm,lm,lm,--,--,lm,--,lm,ll,ll,--,--,--,lm,--,ll,--,ll,--,lm,ll,lm,lm,--,ll,--,--,lm,lm,ll,ll,ll,lm,ll,--,ll,lm,lm,--,ll,--,ll,--,lm,ll,--,ll,lm,--,--,--,lm,ll,lm,--,ll,--,--
*_SCFLD0_1879882,<lmxll>,--,--,lm,--,ll,--,lm,ll,--,--,ll,--,--,ll,ll,--,ll,--,lm,--,lm,--,ll,--,lm,--,--,lm,ll,lm,ll,ll,--,--,--,lm,lm,--,--,--,ll,--,--,--,--,lm,ll,--,ll,ll,lm,--,ll,lm,lm,--,--,--,--,lm,--,ll,--,ll,--,ll,--,ll,--,--,--,ll,ll,ll,--,--,ll,--,ll,lm,lm,--,--,--,--,lm,ll,--,ll,--
*_SCFLD0_1879887,<lmxll>,--,ll,lm,--,ll,--,lm,ll,--,--,ll,--,--,ll,ll,--,ll,--,lm,--,lm,--,ll,--,lm,--,--,lm,ll,lm,ll,ll,--,--,--,lm,lm,--,--,--,ll,--,--,--,--,lm,ll,--,ll,ll,lm,--,ll,lm,lm,--,ll,--,--,lm,--,ll,--,ll,--,ll,--,ll,--,--,--,ll,ll,ll,--,--,ll,--,ll,lm,lm,--,--,--,--,lm,ll,--,ll,--
*_SCFLD0_1879918,<lmxll>,--,ll,lm,--,ll,--,lm,ll,lm,--,ll,--,--,ll,ll,--,ll,--,lm,--,lm,ll,ll,--,lm,--,lm,lm,ll,lm,ll,ll,lm,--,--,lm,lm,lm,--,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,lm,ll,lm,lm,--,ll,--,--,lm,lm,ll,--,ll,--,ll,--,ll,--,--,--,ll,ll,ll,--,--,ll,--,ll,lm,lm,--,--,--,--,lm,ll,--,ll,--
*_SCFLD0_2129047,<nnxnp>,--,nn,nn,--,--,--,np,--,nn,np,--,--,--,nn,--,nn,nn,--,--,np,nn,np,nn,--,nn,nn,--,np,--,nn,np,--,--,np,nn,--,nn,--,--,--,nn,np,nn,nn,nn,np,nn,--,--,np,--,nn,--,nn,np,--,--,--,--,nn,nn,--,nn,nn,nn,np,--,--,--,np,nn,np,--,--,nn,--,np,--,nn,--,np,--,--,--,np,--,--,--,np,--
*_SCFLD0_2129056,<nnxnp>,--,nn,nn,--,--,--,np,--,nn,np,--,--,--,nn,--,nn,nn,--,--,np,nn,np,nn,--,nn,nn,--,np,--,nn,np,--,np,np,nn,--,nn,--,--,--,nn,np,nn,nn,nn,np,nn,--,--,np,--,nn,--,nn,np,--,--,--,--,--,nn,--,nn,nn,nn,np,--,--,--,np,nn,np,np,--,nn,--,np,np,nn,--,np,--,--,--,np,--,nn,--,np,--
*_SCFLD0_2152381,<nnxnp>,--,--,--,--,--,--,--,--,--,np,np,--,--,nn,nn,nn,nn,--,--,np,nn,np,nn,--,nn,nn,np,np,--,--,--,--,--,np,nn,--,--,--,--,--,nn,np,nn,nn,nn,np,nn,--,np,np,np,nn,--,nn,np,np,--,--,np,nn,--,--,nn,--,--,np,--,nn,nn,--,nn,np,--,--,nn,np,np,--,--,nn,np,--,np,np,np,--,nn,np,--,nn
*_SCFLD0_2152389,<nnxnp>,--,--,--,--,--,--,--,--,--,np,np,--,--,nn,nn,nn,nn,--,--,np,nn,np,nn,--,nn,nn,np,np,--,--,--,--,--,np,nn,--,--,--,--,--,nn,np,nn,nn,--,np,nn,--,np,np,np,nn,--,nn,np,np,--,--,np,nn,--,--,--,--,--,np,--,nn,nn,--,nn,np,--,--,nn,np,np,--,--,nn,np,--,np,np,np,--,nn,np,--,nn
*_SCFLD0_2152491,<nnxnp>,--,nn,--,--,np,--,--,--,--,np,np,--,--,nn,--,nn,--,nn,np,np,--,np,nn,--,--,--,np,--,--,nn,--,--,np,--,nn,nn,nn,--,--,--,--,np,--,nn,--,np,nn,--,np,np,--,--,--,--,np,np,--,--,np,nn,nn,nn,--,--,--,--,--,nn,--,--,nn,np,np,--,nn,--,--,np,nn,--,np,nn,--,--,np,nn,nn,--,np,--
*_SCFLD0_2286517,<lmxll>,ll,--,ll,--,--,--,ll,--,--,lm,--,ll,--,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,--,ll,lm,ll,--,lm,ll,--,--,--,--,ll,ll,ll,--,--,--,lm,lm,--,--,lm,ll,--,lm,lm,lm,ll,--,lm,ll,ll,ll,--,--,ll,ll,--,--,lm,lm,ll,lm,ll,lm,ll,--,ll,lm,lm,lm,lm,ll,--,lm,lm,--,--,lm,ll,ll,lm,--,lm,--,lm,ll
*_SCFLD0_2293262,<lmxll>,--,lm,--,--,lm,--,--,--,--,lm,--,lm,--,lm,lm,--,lm,ll,--,ll,ll,lm,lm,--,ll,lm,--,ll,lm,--,lm,--,--,--,ll,ll,ll,ll,--,--,ll,lm,lm,ll,lm,ll,--,lm,--,lm,--,ll,lm,--,ll,ll,lm,--,ll,ll,ll,lm,--,--,ll,--,--,--,ll,ll,ll,lm,lm,--,--,ll,lm,--,lm,ll,ll,--,ll,ll,--,--,lm,--,lm,ll
*_SCFLD0_2293393,<lmxll>,ll,lm,ll,--,--,--,--,--,ll,lm,--,ll,--,--,lm,lm,lm,--,ll,--,--,--,lm,--,--,lm,--,ll,lm,ll,lm,--,ll,--,ll,ll,ll,ll,lm,--,lm,lm,--,ll,--,ll,lm,lm,lm,lm,--,ll,--,--,--,ll,--,--,ll,ll,ll,lm,lm,lm,ll,--,ll,--,--,--,ll,lm,--,--,--,ll,lm,--,--,--,ll,--,--,ll,--,--,--,lm,lm,ll
*_SCFLD0_2619282,<nnxnp>,--,--,--,--,--,--,--,nn,--,--,nn,nn,--,np,--,np,--,--,--,nn,np,--,np,--,np,np,np,nn,np,np,--,--,nn,--,np,np,np,--,--,--,np,--,--,np,np,nn,--,--,--,--,nn,np,nn,--,--,--,--,--,nn,np,--,np,--,--,--,nn,np,np,np,--,--,--,--,--,--,--,nn,nn,--,--,--,--,--,nn,nn,np,np,nn,nn,np
*_SCFLD0_2841118,<hkxhk>,--,--,hk,hh,hh,--,--,--,--,hh,hh,--,--,hk,hk,hk,--,kk,hk,hk,--,hh,hk,--,kk,--,hk,--,--,--,--,--,--,hk,--,kk,kk,hk,--,--,hk,hh,hk,--,hk,hk,hk,hh,hk,--,hk,--,hh,kk,hk,--,--,hh,--,--,kk,hk,hk,--,--,--,kk,hk,--,--,kk,hh,--,--,--,hk,hh,--,--,kk,hk,--,--,hk,--,--,--,hh,--,kk
*_SCFLD0_2841233,<hkxhk>,--,--,--,--,--,--,hk,--,kk,--,hh,hk,--,hk,hk,hk,--,kk,--,hk,kk,--,hk,--,--,--,hk,hk,hk,kk,--,--,hk,--,--,--,kk,hk,--,--,hk,--,--,--,hk,--,hk,--,hk,hh,hk,kk,hh,--,--,hk,hh,hh,--,kk,kk,--,--,hk,kk,hh,kk,--,kk,--,--,hh,--,--,--,hk,hh,--,--,--,--,--,hk,--,hh,--,hk,--,hh,--
*_SCFLD0_3051976,<hkxhk>,--,hk,hk,--,kk,--,hk,--,--,kk,--,--,--,hk,hk,--,--,hh,hk,hk,hh,kk,hk,--,hh,--,hk,--,hk,--,kk,--,hk,--,hh,--,hh,--,--,--,hk,kk,hk,hh,--,--,hk,--,--,--,--,--,kk,hh,--,hk,--,--,hk,hh,hh,hk,--,hk,--,kk,--,hk,hh,hk,hk,kk,kk,hk,--,--,kk,--,hk,--,--,--,--,hk,kk,--,hk,kk,--,--
*_SCFLD0_3051988,<hkxhk>,--,hk,hk,--,kk,--,hk,--,--,--,--,--,--,hk,hk,--,--,hh,hk,hk,hh,kk,hk,--,hh,--,hk,hk,hk,--,kk,--,hk,--,hh,--,hh,--,--,--,hk,kk,hk,hh,--,--,hk,--,--,--,--,--,kk,hh,--,hk,--,--,hk,hh,hh,hk,--,hk,--,kk,--,hk,hh,hk,hk,kk,--,hk,--,--,kk,--,--,--,--,--,--,hk,kk,--,hk,kk,--,--
*_SCFLD0_3052094,<hkxhk>,--,hk,--,--,kk,hh,--,hk,hh,kk,kk,--,--,hk,--,--,hk,hh,--,hk,hh,--,hk,--,hh,hk,hk,hk,hk,hh,kk,--,--,hk,hh,hh,hh,hk,--,--,hk,kk,hk,--,--,hh,hk,--,hk,kk,hk,--,kk,hh,--,hk,--,--,hk,hh,--,hk,hk,hk,hh,--,--,hk,hh,--,hk,kk,--,--,--,--,kk,--,--,--,--,--,--,hk,kk,--,hk,--,kk,--
*_SCFLD0_3087651,<hkxhk>,kk,hk,--,--,hh,--,--,--,--,--,--,hk,--,--,--,hk,--,--,--,hk,kk,hh,hk,--,kk,hk,hk,hk,hk,kk,hh,--,--,hk,kk,kk,kk,hk,hk,hk,hk,hh,hk,--,hk,--,--,hh,--,hh,--,kk,--,kk,--,--,--,hh,--,--,--,hk,hk,hk,--,hh,--,--,kk,--,hk,hh,hh,--,hk,hk,hh,hh,hk,--,hk,--,--,hk,hh,--,hk,hh,hh,--
*_SCFLD0_3238467,<nnxnp>,--,nn,--,--,np,--,np,--,--,--,--,--,--,nn,--,--,nn,nn,np,--,nn,--,nn,--,--,nn,np,--,nn,--,--,--,--,np,nn,--,nn,np,--,--,nn,--,--,nn,--,nn,nn,np,nn,np,np,nn,np,--,np,np,nn,--,np,nn,nn,nn,nn,--,nn,np,nn,nn,nn,np,np,np,--,--,--,np,np,--,nn,nn,np,--,--,--,np,--,--,--,--,--
*_SCFLD0_3238528,<hkxhk>,--,hh,--,--,hk,--,kk,--,--,hk,--,--,--,hh,--,hh,hh,--,kk,--,hk,hk,hh,--,--,hh,kk,kk,hh,--,hk,--,--,kk,hk,hk,--,--,--,--,hh,hk,--,hk,hh,hk,--,--,hh,hk,kk,hk,hk,--,--,kk,--,--,kk,--,--,hh,--,hh,hk,hk,hk,--,--,--,--,hk,--,--,--,--,hk,--,hh,--,kk,--,kk,--,--,--,hh,--,hk,--
*_SCFLD0_3238542,<hkxhk>,--,hh,--,--,hk,--,kk,--,--,hk,--,--,--,hh,--,hh,hh,--,kk,--,hk,hk,hh,--,--,hh,kk,kk,hh,--,hk,--,--,kk,hk,hk,--,--,--,--,hh,hk,hh,hk,hh,hk,--,--,hh,hk,kk,hk,hk,--,--,kk,--,--,kk,--,--,hh,--,hh,hk,hk,hk,hh,hk,--,--,hk,--,--,--,--,hk,--,hh,--,kk,--,kk,--,--,--,hh,hk,hk,--
*_SCFLD0_3238566,<nnxnp>,--,np,--,--,nn,--,nn,--,--,nn,nn,--,np,np,np,np,np,--,nn,nn,np,nn,np,--,--,np,nn,nn,np,--,nn,--,--,nn,np,np,--,--,--,nn,np,nn,np,np,np,np,--,--,np,nn,nn,np,nn,--,--,nn,--,--,nn,--,np,np,--,np,np,nn,np,np,np,--,--,nn,nn,--,--,--,nn,--,np,np,nn,--,nn,--,--,--,np,nn,nn,--
*_SCFLD0_3302889,<nnxnp>,np,np,--,--,nn,--,--,nn,--,nn,nn,nn,--,np,--,np,np,--,nn,--,np,nn,np,--,np,np,nn,nn,np,--,nn,nn,nn,--,np,np,np,nn,--,--,np,nn,--,np,np,np,np,--,np,nn,nn,np,nn,np,nn,nn,--,--,nn,np,np,np,np,np,np,nn,np,np,np,--,nn,nn,nn,--,--,nn,nn,nn,np,np,nn,--,nn,nn,--,--,np,nn,nn,--
*_SCFLD0_3883308,<lmxll>,--,lm,ll,--,--,--,ll,--,--,lm,--,ll,ll,lm,--,--,lm,ll,ll,--,--,lm,--,--,--,--,--,--,lm,ll,lm,--,--,ll,ll,--,--,--,--,ll,lm,lm,lm,ll,--,ll,lm,lm,--,lm,--,--,--,ll,--,ll,--,--,ll,ll,ll,--,lm,--,ll,--,ll,--,--,--,ll,--,--,--,lm,ll,--,--,--,--,--,--,ll,--,--,--,lm,lm,lm,--
*_SCFLD0_3883323,<lmxll>,--,lm,ll,--,--,--,ll,--,--,lm,--,ll,ll,lm,--,--,lm,ll,ll,--,--,lm,--,--,--,--,--,ll,lm,--,lm,--,--,ll,ll,--,--,--,--,ll,lm,lm,lm,ll,lm,ll,lm,lm,--,lm,--,--,--,ll,--,ll,--,--,ll,ll,ll,--,lm,--,ll,lm,ll,--,--,--,ll,--,lm,--,lm,ll,--,lm,--,--,--,--,ll,--,--,--,lm,lm,lm,--
*_SCFLD0_4360879,<hkxhk>,--,--,--,--,hh,--,hk,hk,--,hh,hh,hk,--,--,hk,--,hk,--,hk,hk,--,hk,hk,--,--,hk,--,hk,hk,--,--,--,--,--,kk,kk,kk,--,--,--,--,hh,hk,kk,--,kk,hk,hh,hk,hh,hk,kk,hh,--,--,--,hk,--,hk,--,kk,hk,hk,hk,kk,hh,--,hk,kk,--,hk,hh,--,--,--,--,hh,hh,hk,--,hk,--,hk,hk,hh,--,hk,hh,hh,kk
*_SCFLD0_4372423,<hkxhk>,hh,--,hk,--,kk,--,hk,hk,--,kk,--,hk,--,hk,--,hk,hh,--,hk,--,hh,--,hk,--,hh,hk,hk,hh,hk,--,--,kk,hk,--,--,hh,--,hk,--,--,hk,kk,hk,hh,hk,hh,--,--,hk,kk,hk,hh,kk,hh,kk,--,--,kk,--,hh,hh,hk,hk,hk,hh,kk,hh,hk,hh,hk,--,kk,--,hk,--,hk,--,kk,hk,hh,--,--,hk,hk,--,--,hk,kk,kk,hh
*_SCFLD0_4372446,<hkxhk>,hh,--,hk,--,kk,--,hk,hk,--,kk,--,hk,hh,hk,--,hk,hk,hh,hk,--,--,hk,--,--,hh,hk,hk,hk,hk,--,--,kk,hk,--,--,hh,--,hk,--,--,hk,kk,hk,hh,hk,hh,--,--,hk,kk,hk,hh,kk,hh,kk,--,--,kk,hk,hh,hh,hk,hk,hk,hh,kk,hh,hk,hh,hk,--,kk,--,--,--,hk,--,kk,--,--,--,--,hk,hk,--,--,hk,kk,kk,hh
