V1,V2,V3
*_SCFLD9885_32126,<lmxll>,--,--,ll,--,ll,--,lm,ll,--,lm,ll,ll,ll,--,ll,lm,lm,ll,--,--,--,ll,ll,lm,--,lm,--,ll,ll,--,ll,--,ll,ll,ll,--,lm,lm,--,--,--,--,lm,ll,--,ll,ll,--,lm,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,lm,ll,lm,lm,lm,ll,ll,--,lm,--,--,ll,lm,--,lm,--,--,--,--,lm,--,lm,--,--,ll,--,--,lm,--,--,lm
*_SCFLD9885_59036,<hkxhk>,--,--,--,--,hk,--,hh,--,--,hh,hk,--,--,kk,hk,hh,--,kk,hk,hk,hk,hk,--,--,--,hk,hk,kk,--,hh,--,--,hk,kk,--,hk,--,hh,--,hk,hh,--,hh,kk,--,hk,hk,--,--,hh,hk,--,kk,hk,hh,hk,--,--,hh,hh,hh,hk,hh,hk,hk,kk,--,hk,--,--,kk,hh,kk,hk,--,--,hh,--,--,--,--,--,--,hk,--,kk,hh,--,hk,--
*_SCFLD9885_355019,<hkxhk>,--,--,hk,--,--,--,hk,hh,--,hk,--,--,--,hk,--,--,--,--,hh,--,hh,hh,hh,--,kk,kk,kk,--,hk,hk,--,--,hh,hk,--,kk,--,kk,--,--,hk,hk,hk,hk,--,hh,hh,--,--,hk,kk,hh,--,hh,--,--,--,--,hh,--,hh,kk,--,--,--,--,hk,kk,hk,hk,--,hk,--,--,--,kk,hk,hk,--,hh,--,--,--,--,kk,hk,hk,kk,hh,--
*_SCFLD9885_355038,<lmxll>,--,--,lm,--,--,--,ll,--,--,ll,--,ll,--,lm,--,--,--,--,lm,--,lm,lm,--,--,ll,ll,ll,lm,lm,ll,--,--,--,lm,--,ll,--,ll,--,--,ll,lm,ll,lm,--,lm,lm,--,--,ll,ll,lm,--,lm,--,--,--,--,--,--,lm,ll,--,--,--,--,lm,ll,lm,lm,--,ll,--,--,--,ll,ll,lm,--,--,--,--,--,--,ll,lm,ll,ll,lm,--
*_SCFLD9885_395138,<lmxll>,--,--,lm,--,lm,--,--,--,--,--,--,--,--,lm,lm,ll,ll,--,lm,--,lm,--,--,--,--,ll,ll,--,lm,--,lm,--,--,lm,lm,--,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,--,--,--,lm,ll,--,ll,--,--,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,--,--,ll,ll,lm,ll,--,--,--,ll,lm,--,--,ll,ll,--,ll
*_SCFLD9885_395149,<lmxll>,--,ll,lm,--,lm,--,--,--,--,--,--,ll,--,lm,lm,ll,ll,--,lm,--,lm,lm,--,--,--,ll,ll,lm,lm,--,lm,--,--,lm,lm,--,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,--,--,--,lm,ll,--,ll,--,--,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,ll,--,--,--,ll,lm,--,--,ll,ll,--,ll
*_SCFLD9885_395155,<lmxll>,--,ll,lm,--,lm,--,--,--,--,--,--,ll,--,lm,lm,ll,ll,lm,lm,--,lm,lm,--,--,--,ll,ll,lm,lm,--,lm,--,--,lm,lm,ll,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,--,--,--,lm,ll,--,ll,--,--,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,ll,--,--,--,ll,lm,--,--,ll,ll,--,ll
*_SCFLD9885_395163,<lmxll>,--,ll,lm,--,lm,--,--,--,--,--,--,ll,--,lm,lm,ll,ll,lm,lm,--,lm,lm,--,--,--,ll,ll,lm,lm,--,lm,--,--,lm,lm,ll,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,--,--,lm,ll,--,ll,--,--,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,ll,--,--,--,ll,lm,--,--,ll,ll,--,ll
*_SCFLD9885_395172,<lmxll>,--,ll,lm,--,lm,--,--,--,--,--,--,ll,--,lm,lm,ll,ll,lm,lm,--,lm,--,--,--,--,ll,ll,lm,lm,--,lm,--,--,lm,lm,ll,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,--,--,lm,ll,--,ll,--,--,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,ll,--,--,--,ll,lm,--,lm,ll,ll,--,ll
*_SCFLD9885_395185,<lmxll>,--,ll,lm,--,lm,--,--,--,--,ll,--,ll,--,lm,lm,ll,ll,lm,lm,--,lm,lm,--,--,--,ll,ll,lm,lm,ll,lm,--,--,lm,lm,ll,--,ll,--,--,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,--,--,lm,ll,--,ll,--,lm,--,--,--,--,ll,lm,lm,--,ll,--,--,--,ll,lm,ll,--,ll,ll,lm,ll,--,--,--,ll,lm,--,lm,ll,ll,--,ll
