V1,V2,V3,V4,V5
*_SCFLD3_0017199,<lmxll>,1,1,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm
*_SCFLD3_0073230,<nnxnp>,1,1,np,np,nn,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD3_0186545,<nnxnp>,0,0,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_0197729,<nnxnp>,1,1,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_0290702,<nnxnp>,1,1,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_0304396,<hkxhk>,1,1,--,hk,--,--,hk,--,hh,--,hk,kk,--,hh,--,--,--,hh,--,--,--,--,--,hk,--,--,hh,hh,hk,hk,--,hk,hk,hk,hh,--,kk,hk,--,hk,--,--,hh,--,hh,hk,--,hk,hk,--,--,hh,hk,hk,hk,--,--,hk,--,--,hk,kk,hh,--,--,hk,kk,hk,--,hh,--,--,hk,hk,--,--,--,--,--,hk,hh,--,kk,--,hk,hk,hk,hk,hk,--,kk,hh
*_SCFLD3_0389342,<lmxll>,1,1,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,ll
*_SCFLD3_1070366,<nnxnp>,1,1,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_1094164,<nnxnp>,0,0,np,np,nn,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD3_1110233,<lmxll>,1,1,ll,lm,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,ll
*_SCFLD3_2242182,<nnxnp>,1,1,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_2334331,<nnxnp>,1,1,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_2367020,<nnxnp>,0,0,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD3_2753208,<nnxnp>,1,1,np,np,nn,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,np
