V1,V2,V3,V4,V5
*_SCFLD8_0145123,<lmxll>,1,1,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll
*_SCFLD8_0257199,<lmxll>,1,1,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm
*_SCFLD8_0510097,<nnxnp>,0,0,--,--,nn,--,np,--,np,--,--,--,nn,nn,--,np,--,np,nn,--,--,np,nn,np,nn,--,--,np,--,--,--,--,--,np,--,--,--,np,--,nn,--,--,nn,--,nn,nn,--,nn,nn,np,nn,nn,np,--,np,--,--,np,--,--,np,nn,nn,nn,--,--,--,nn,--,--,--,np,nn,np,--,--,nn,nn,nn,np,--,np,np,--,nn,--,--,--,nn,nn,nn,nn
*_SCFLD8_0510103,<lmxll>,1,1,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm
*_SCFLD8_0637666,<nnxnp>,1,1,--,nn,--,--,nn,--,nn,np,--,nn,np,--,--,nn,nn,--,np,--,nn,nn,--,nn,np,--,np,nn,--,nn,np,np,np,nn,nn,--,nn,nn,--,np,--,--,np,nn,--,np,np,np,np,--,--,np,nn,np,--,np,--,--,--,--,nn,--,--,--,np,--,nn,np,nn,nn,np,nn,np,--,--,--,--,np,--,nn,np,--,--,--,np,nn,--,--,np,np,--,np
*_SCFLD12_0454449,<nnxnp>,0,0,nn,nn,np,--,--,--,--,np,--,--,np,--,--,nn,--,nn,np,np,nn,nn,--,--,np,--,--,nn,--,nn,np,--,np,--,--,nn,nn,nn,nn,--,--,--,--,nn,--,np,--,np,np,nn,np,np,--,np,nn,np,--,--,--,np,nn,--,--,np,--,--,nn,np,--,nn,np,--,--,nn,--,--,--,np,np,nn,np,--,--,--,np,--,nn,--,np,--,np,np
*_SCFLD12_0561521,<lmxll>,0,0,--,--,--,--,lm,--,--,--,--,ll,--,ll,--,ll,--,lm,ll,ll,lm,ll,--,ll,ll,--,--,--,--,--,ll,--,lm,--,--,lm,--,lm,--,--,ll,--,lm,--,lm,ll,--,ll,ll,--,ll,lm,ll,lm,--,--,--,lm,--,--,ll,ll,ll,ll,--,lm,--,--,--,ll,ll,lm,--,lm,--,lm,--,lm,ll,--,lm,--,lm,--,ll,--,lm,--,ll,--,ll,--
*_SCFLD15_0025825,<lmxll>,0,0,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll
*_SCFLD15_0048961,<nnxnp>,1,0,np,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,np,nn,np,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn
*_SCFLD15_0144710,<nnxnp>,0,0,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,nn,np,np,np,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np
