V1,V2,V3,V4,V5
*_SCFLD9_0176516,<lmxll>,1,1,--,ll,lm,--,ll,--,lm,lm,--,ll,--,lm,--,--,--,lm,lm,--,lm,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,--,--,ll,lm,--,lm,lm,--,--,ll,--,lm,ll,lm,lm,lm,--,--,ll,ll,ll,--,lm,--,lm,--,--,ll,lm,--,lm,ll,lm,--,lm,lm,--,ll,--,lm,ll,ll,ll,--,--,ll,--,lm,--,lm,--,lm,lm,ll,--,ll,--,ll,lm
*_SCFLD9_0456130,<nnxnp>,1,1,--,--,np,--,nn,--,np,--,--,--,--,np,--,nn,--,--,np,nn,--,--,np,np,--,--,--,np,--,--,--,--,nn,--,--,--,--,--,--,nn,--,--,nn,--,nn,np,nn,np,nn,--,nn,nn,nn,nn,--,np,np,--,nn,--,--,--,--,nn,nn,np,nn,np,--,np,nn,--,np,nn,np,--,np,--,--,--,--,--,nn,--,np,--,--,--,nn,--,nn,--
*_SCFLD9_0550390,<hkxhk>,0,0,--,--,--,--,hh,--,--,--,--,--,--,--,--,--,kk,--,kk,hk,hk,hk,--,kk,hh,--,hk,kk,hk,hh,hk,--,hk,--,hk,--,kk,hh,--,hk,--,--,hh,hh,--,--,--,kk,hk,--,hk,hh,--,hh,--,kk,--,--,hh,--,hh,hk,hh,hk,hh,--,hh,kk,hk,--,hh,--,kk,hh,--,--,--,--,hk,--,--,--,--,--,--,kk,--,--,hh,hk,hh,--
*_SCFLD9_0715094,<nnxnp>,0,0,--,--,np,--,--,--,np,--,--,nn,--,np,--,--,np,--,--,nn,nn,--,--,--,nn,--,np,np,np,nn,nn,nn,--,np,--,--,np,--,--,--,--,--,nn,nn,--,np,nn,--,nn,np,nn,nn,nn,--,--,np,--,--,--,--,nn,nn,--,nn,--,np,--,np,nn,np,nn,--,np,nn,--,nn,--,np,np,nn,nn,--,nn,--,np,np,nn,np,nn,--,nn,np
*_SCFLD9_0761994,<hkxhk>,1,1,--,hk,hh,--,--,--,hh,--,--,kk,hh,--,--,hk,--,--,hh,--,--,--,--,hh,kk,--,hk,hh,hk,--,--,hk,hk,--,--,--,hh,kk,--,hk,kk,--,kk,kk,--,--,hk,hh,hk,hk,hk,kk,kk,--,hk,hh,--,hk,--,--,kk,--,kk,hk,kk,--,kk,hh,--,--,kk,--,hh,--,hk,kk,--,hk,--,kk,--,--,hk,--,hh,hh,kk,--,--,hk,kk,hh
*_SCFLD9_0779153,<hkxhk>,1,1,--,hh,--,--,--,--,hk,hk,--,hk,hk,hk,hk,kk,--,kk,--,kk,kk,--,--,hk,hk,--,hh,hk,hh,hk,kk,kk,--,hk,--,hk,hk,--,--,kk,--,--,hk,hk,--,hh,--,hk,kk,hh,kk,hk,hk,hk,kk,hk,hh,kk,--,hh,hk,kk,--,kk,hk,hk,hk,hk,kk,hk,hk,hk,hk,hk,--,hk,hh,hh,--,hk,kk,hk,kk,--,hk,--,hk,--,hk,kk,hk,--
*_SCFLD97_0471456,<lmxll>,1,1,ll,--,lm,--,--,--,lm,lm,--,ll,--,--,lm,lm,--,--,lm,lm,--,--,--,--,ll,--,--,lm,--,ll,lm,--,--,--,lm,--,--,--,lm,--,--,--,--,ll,ll,ll,lm,lm,--,--,lm,ll,ll,--,--,lm,--,lm,--,--,--,--,--,lm,ll,--,--,lm,lm,lm,--,--,lm,ll,ll,--,--,ll,ll,--,lm,--,lm,--,lm,--,--,lm,ll,lm,ll,--
*_SCFLD120_0066833,<lmxll>,0,0,--,--,lm,--,ll,lm,lm,--,--,ll,--,lm,--,lm,--,lm,lm,lm,--,--,--,lm,ll,--,ll,lm,ll,ll,lm,--,lm,--,--,--,lm,ll,lm,--,--,--,ll,ll,--,ll,lm,lm,--,ll,lm,ll,ll,ll,lm,lm,--,lm,--,ll,ll,lm,--,ll,ll,lm,ll,lm,lm,lm,ll,--,lm,ll,ll,--,--,ll,ll,--,lm,--,--,--,lm,lm,--,--,ll,--,ll,--
*_SCFLD120_0094834,<hkxhk>,0,0,hk,--,kk,--,--,--,kk,--,--,hh,--,kk,--,hk,--,hk,kk,hk,hk,hk,kk,kk,hh,--,hk,--,hk,hh,hk,--,--,--,--,--,kk,hh,--,hk,--,--,hh,--,hh,--,hk,kk,hk,--,hk,hh,hh,--,hk,kk,--,--,--,hk,hh,hk,hh,hk,--,kk,--,kk,--,kk,hh,hh,kk,hh,hk,--,--,--,hk,hh,hk,--,hk,--,kk,--,--,--,--,hk,hh,kk
*_SCFLD120_0153186,<hkxhk>,0,0,--,--,kk,--,hh,--,kk,--,--,hh,kk,--,--,hk,--,hk,kk,hk,--,--,kk,--,hh,--,--,kk,--,hh,hk,hk,hk,--,--,hh,kk,hh,hk,--,--,--,--,hh,hh,hk,hk,kk,hk,hk,hk,hh,hh,hh,hk,kk,--,--,hh,--,--,--,hh,hk,hh,kk,hh,kk,--,kk,--,--,--,hh,--,--,hk,--,hk,--,hk,--,hk,--,kk,--,hh,--,hh,hk,hh,--
*_SCFLD120_0169963,<hkxhk>,1,1,--,--,--,--,hh,--,kk,--,--,hh,--,--,--,--,kk,hk,kk,hk,hk,hk,kk,kk,--,hk,hk,kk,--,--,--,hk,hk,--,--,--,--,--,--,hk,--,--,hh,hh,hh,--,hk,kk,hk,hk,hk,hh,--,hh,--,kk,hk,hk,--,--,hh,hk,--,hk,--,kk,hh,kk,--,kk,hh,hh,--,hh,--,--,--,hk,hk,--,hk,hh,--,--,kk,kk,hh,--,hh,hk,--,kk
*_SCFLD120_0207210,<hkxhk>,1,1,hk,hk,kk,--,hh,--,--,kk,hh,hh,--,kk,--,hk,kk,hk,kk,--,hk,hk,kk,kk,hh,--,hk,kk,hk,hh,hk,hk,hk,kk,hk,hh,kk,hh,hk,hk,--,--,hh,hh,hh,hk,--,kk,hk,--,--,hh,--,--,hk,--,hk,--,--,--,hh,hk,--,hk,--,kk,--,--,hk,--,hh,--,kk,hh,--,hh,hk,hk,hk,hh,--,--,--,--,--,--,hh,kk,--,hk,hh,--
