V1,V2,V3,V4,V5
*_SCFLD23_0017922,<hkxhk>,1,1,kk,hk,kk,kk,hk,kk,kk,kk,hk,kk,kk,kk,kk,hk,kk,kk,hk,kk,kk,kk,hk,hk,kk,hk,hk,kk,hk,kk,hk,hk,kk,kk,hk,hk,hk,kk,hk,kk,kk,kk,hk,kk,hk,kk,kk,kk,kk,hk,kk,kk,kk,kk,kk,hk,kk,hk,kk,kk,hk,hk,hk,kk,hk,hk,kk,hk,hk,hk,kk,kk,kk,kk,kk,kk,hk,hk,kk,kk,hk,kk,kk,hk,hk,kk,kk,kk,kk,hk,hk,hk
*_SCFLD23_0018033,<nnxnp>,1,1,--,nn,np,--,np,np,nn,--,--,np,--,nn,--,np,--,nn,np,--,nn,nn,nn,np,np,np,nn,nn,nn,np,--,nn,np,--,nn,--,--,nn,np,nn,--,--,nn,nn,nn,np,nn,np,np,--,nn,np,nn,np,nn,nn,--,np,--,--,nn,nn,nn,np,np,np,nn,np,np,--,nn,--,np,np,nn,--,--,nn,--,nn,np,nn,np,--,np,--,np,--,np,--,np,nn
*_SCFLD23_0162247,<hkxhk>,1,1,kk,kk,kk,kk,hk,kk,hk,kk,hk,kk,kk,hk,kk,hk,kk,hk,hk,kk,hk,hk,kk,hk,kk,hk,kk,hk,kk,kk,hk,kk,kk,kk,kk,hk,hk,hk,hk,hk,hk,hk,kk,hk,kk,kk,hk,kk,kk,kk,hk,kk,hk,kk,hk,kk,kk,hk,kk,kk,kk,kk,kk,kk,hk,hk,hk,hk,hk,hk,hk,kk,kk,kk,hk,hk,hk,kk,kk,hk,hk,hk,kk,kk,hk,hk,kk,kk,kk,kk,hk,kk
*_SCFLD23_0162284,<hkxhk>,0,0,hh,hk,hh,hh,hk,hh,hh,hh,hk,hh,hh,hh,hh,hk,hh,hh,hk,hh,hh,hh,hk,hk,hh,hk,hk,hh,hk,hh,hk,hk,hh,hh,hk,hk,hk,hh,hk,hh,hh,hh,hk,hh,hk,hh,hh,hh,hh,hk,hh,hh,hh,hh,hh,hk,hh,hk,hh,hh,hk,hk,hk,hh,hk,hk,hh,hk,hk,hk,hh,hh,hh,hh,hh,hh,hk,hk,hh,hh,hk,hh,hh,hk,hk,hh,hh,hh,hh,hk,hk,hk
*_SCFLD23_0229662,<hkxhk>,1,1,hh,hk,hh,hh,hk,hh,hh,hh,hk,hh,hh,hh,hh,hk,hh,hh,hk,hh,hh,hh,hk,hk,hh,hk,hk,hh,hk,hh,hk,hk,hh,hh,hk,hk,hk,hh,hk,hh,hh,hh,hk,hh,hk,hh,hh,hh,hh,hk,hh,hh,hh,hh,hh,hk,hh,hk,hh,hh,hk,hk,hk,hh,hk,hk,hh,hk,hk,hk,hh,hh,hh,hh,hh,hh,hk,hk,hh,hh,hk,hh,hh,hk,hk,hh,hh,hh,hh,hk,hk,hk
*_SCFLD23_0252928,<lmxll>,1,1,--,lm,ll,--,ll,--,lm,--,--,ll,ll,lm,ll,ll,ll,lm,ll,--,lm,lm,lm,ll,ll,--,lm,lm,lm,ll,ll,--,--,--,--,ll,ll,lm,ll,lm,--,--,lm,lm,lm,--,lm,ll,ll,lm,lm,ll,--,ll,lm,lm,ll,--,ll,--,lm,lm,lm,ll,ll,ll,--,--,ll,ll,lm,--,ll,ll,--,--,--,--,ll,lm,--,--,--,--,ll,--,--,--,ll,lm,ll,lm
*_SCFLD23_0353852,<lmxll>,1,1,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,ll
*_SCFLD23_0367250,<hkxhk>,1,1,hk,hk,hk,hk,kk,hk,kk,hk,kk,hk,hk,kk,hk,kk,hk,kk,kk,hk,kk,kk,hk,kk,hk,kk,hk,kk,hk,hk,kk,hk,hk,hk,hk,kk,kk,kk,kk,kk,kk,kk,hk,kk,hk,hk,kk,hk,hk,hk,kk,hk,kk,hk,kk,hk,hk,kk,hk,hk,hk,hk,hk,hk,kk,kk,kk,kk,kk,kk,kk,hk,hk,hk,kk,kk,kk,hk,hk,kk,kk,kk,hk,hk,kk,kk,hk,hk,hk,hk,kk,hk
*_SCFLD23_0525512,<lmxll>,1,1,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm
*_SCFLD23_0525635,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,ll
