V1,V2,V3,V4,V5
*_SCFLD18_0134804,<nnxnp>,1,1,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD18_0140061,<lmxll>,1,1,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm
*_SCFLD18_0373362,<hkxhk>,0,0,hk,hh,hh,hk,hh,hk,hh,hk,hh,hh,hh,hh,hh,hh,hk,hk,hk,hk,hh,hh,hk,hh,hh,hh,hh,hh,hk,hk,hk,hk,hh,hk,hk,hh,hk,hh,hk,hh,hh,hh,hk,hh,hk,hk,hh,hk,hh,hk,hk,hh,hk,hh,hk,hh,hh,hk,hh,hh,hh,hk,hh,hh,hk,hh,hk,hk,hh,hh,hk,hk,hk,hk,hk,hh,hk,hh,hk,hh,hh,hk,hh,hk,hh,hh,hh,hk,hk,hh,hh,hk
*_SCFLD18_0593296,<lmxll>,0,0,--,--,--,ll,ll,--,--,--,--,--,--,--,--,lm,ll,--,--,lm,ll,--,ll,lm,--,--,ll,lm,lm,ll,ll,lm,--,--,lm,--,--,ll,--,ll,--,--,--,ll,--,lm,lm,lm,lm,--,lm,lm,ll,lm,--,--,lm,lm,--,--,ll,lm,lm,ll,--,--,--,--,ll,lm,--,--,--,--,ll,--,--,--,lm,lm,ll,--,--,--,--,--,lm,--,lm,--,--,--
*_SCFLD18_0636383,<lmxll>,1,1,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll
*_SCFLD27_0076217,<lmxll>,0,0,--,--,--,--,lm,--,--,--,--,ll,--,lm,--,lm,lm,ll,ll,ll,lm,lm,--,ll,ll,--,--,lm,--,ll,--,ll,lm,--,--,--,lm,--,lm,lm,--,--,ll,lm,ll,--,ll,lm,ll,--,--,ll,ll,ll,lm,ll,lm,--,--,--,lm,ll,lm,--,ll,lm,ll,lm,lm,lm,lm,--,lm,ll,ll,--,--,ll,ll,lm,ll,--,lm,--,--,--,--,--,ll,--,lm,--
*_SCFLD27_0287610,<lmxll>,1,1,--,--,--,--,--,ll,lm,ll,--,lm,ll,ll,ll,ll,--,lm,--,ll,lm,lm,lm,ll,--,--,--,--,lm,--,lm,ll,lm,--,--,lm,ll,--,lm,--,--,--,lm,ll,ll,ll,--,ll,ll,ll,ll,--,--,ll,ll,--,ll,--,--,ll,--,ll,ll,lm,lm,ll,lm,lm,--,ll,--,--,ll,ll,lm,--,--,lm,ll,ll,lm,--,ll,--,lm,--,ll,ll,ll,ll,ll,lm
*_SCFLD27_0303133,<lmxll>,1,1,--,--,--,--,lm,--,lm,--,lm,--,--,ll,ll,ll,--,lm,ll,--,lm,lm,lm,--,--,--,lm,ll,lm,ll,lm,ll,--,--,--,--,ll,--,lm,lm,--,--,lm,ll,--,ll,--,--,ll,ll,--,ll,ll,--,--,--,ll,ll,--,--,lm,ll,ll,lm,--,ll,lm,lm,ll,ll,ll,--,--,ll,lm,--,lm,lm,--,--,ll,--,--,--,lm,--,--,--,ll,ll,ll,lm
*_SCFLD27_0756052,<lmxll>,1,1,--,--,ll,--,lm,ll,lm,lm,--,ll,lm,--,--,ll,--,--,lm,--,lm,--,ll,lm,ll,--,ll,ll,--,lm,ll,lm,lm,--,lm,--,ll,lm,lm,--,--,ll,ll,ll,--,lm,lm,ll,lm,lm,ll,lm,lm,lm,--,ll,ll,--,--,--,lm,lm,ll,--,ll,--,ll,lm,ll,--,ll,--,ll,lm,ll,--,ll,--,lm,ll,ll,ll,--,--,--,--,--,--,--,--,ll,--
*_SCFLD66_0006713,<nnxnp>,1,1,nn,np,--,--,np,np,--,nn,--,nn,nn,np,--,--,np,--,nn,--,np,np,nn,nn,nn,--,nn,np,nn,--,--,--,np,--,nn,--,np,np,np,--,np,--,nn,np,--,nn,nn,np,nn,nn,np,nn,nn,nn,--,--,np,nn,np,--,np,nn,np,nn,--,--,nn,np,--,np,--,--,--,nn,--,--,--,nn,nn,np,nn,nn,--,--,np,--,--,--,nn,nn,np,--
